"고유번호","기준연도","행정동코드","행정동명","2007년사용량","2008년사용량","경도","위도"
"366","2008","1123052","논현1동","231.89909000","237.84895200","127.0267406","37.5120568"
"355","2008","1121083","미성동","101.62753200","102.59166600","126.91622","37.47421"
"321","2008","1119067","신길5동","32.77613000","33.35763000","126.9054019","37.5009255"
"322","2008","1119068","신길6동","57.31557000","58.67160300","126.9145118","37.4984553"
"323","2008","1119069","신길7동","49.38511100","50.26409000","126.9195079","37.5075361"
"309","2008","1114072","성산1동","51.87282900","53.36984700","126.9108057","37.5623625"
"311","2008","1116070","방화1동","86.06365000","85.94873500","126.8129904","37.569611"
"312","2008","1116071","방화2동","74.18062100","78.81101400","126.8055663","37.583188"
"330","2008","1122055","잠원동","138.66022600","140.81008700","127.0128992","37.5180129"
"337","2008","1120069","신대방1동","63.84192300","68.26741200","126.9096133","37.4907832"
"345","2008","1124052","풍납2동","174.99878300","196.71762700","127.1101261","37.5299753"
"353","2008","1121080","청룡동","111.90198000","116.16933500","126.9443897","37.4775952"
"359","2008","1123058","삼성1동","458.03150800","473.31527200","127.0593872","37.5162321"
"367","2008","1123053","논현2동","359.97594700","378.55664700","127.0359884","37.5151697"
"379","2008","1121054","청림동","37.54456500","37.54294200","126.959249","37.4895535"
"384","2008","1123074","일원2동","116.94363800","119.76563700","127.0811726","37.4941682"
"390","2008","1124078","잠실7동","25.78823500","25.65344100","127.0741601","37.5070059"
"331","2008","1122057","반포1동","86.86567500","92.32163200","127.0167747","37.5052427"
"332","2008","1122058","반포2동","37.72357700","39.79106100","126.9954459","37.5069544"
"333","2008","1122060","반포4동","226.53743500","234.73972900","127.0015975","37.4996859"
"334","2008","1120065","사당3동","53.03074600","52.00424000","126.9711251","37.4889213"
"335","2008","1120067","사당5동","26.52721100","26.47371000","126.9659392","37.4868642"
"336","2008","1120068","대방동","103.83330700","105.46827900","126.9277596","37.5069865"
"338","2008","1120070","신대방2동","140.33794200","155.13412100","126.9222171","37.494006"
"377","2008","1120073","사당2동","82.74452100","79.26062100","126.9745172","37.4983502"
"378","2008","1121052","보라매동","105.24117600","112.18717200","126.9322385","37.4906047"
"381","2008","1123069","개포2동","41.13025200","42.55948100","127.0668565","37.4814696"
"383","2008","1123072","일원본동","131.66673000","149.05547000","127.0839487","37.483064"
"385","2008","1123076","세곡동","29.17932600","29.94905200","127.1034738","37.4724392"
"386","2008","1125072","암사1동","77.08590600","84.91976300","127.1360249","37.5509501"
"387","2008","1125073","천호2동","161.16986600","167.58985400","127.122086","37.5438958"
"398","2008","1124055","마천1동","32.82506600","33.00652400","127.1545404","37.4942934"
"430","2008","1125059","암사3동","135.19088700","141.30950000","127.1384252","37.5625071"
"403","2008","1124058","방이2동","134.74326000","136.70751600","127.1138568","37.5126447"
"407","2008","1124071","잠실본동","143.97347800","147.11602000","127.0819727","37.505573"
"414","2008","1125070","둔촌1동","7.68970800","7.42501100","127.1400533","37.5228724"
"420","2008","1123067","도곡2동","206.85017700","202.92265800","127.0489675","37.4880185"
"388","2008","1125074","길동","176.78873200","179.67772800","127.1473638","37.5398758"
"392","2008","1124054","거여2동","56.79549500","56.80720900","127.1489329","37.4891281"
"393","2008","1124062","송파2동","55.92273300","56.20673600","127.1167081","37.5029784"
"394","2008","1124064","삼전동","86.17454000","87.14838400","127.0905088","37.5016876"
"395","2008","1124070","장지동","58.04393700","69.75608900","127.1367905","37.4811119"
"397","2008","1125063","천호3동","81.56926800","82.14969200","127.1340726","37.5393527"
"340","2008","1119056","당산2동","103.80222700","106.84436400","126.9036897","37.5334719"
"341","2008","1119070","대림1동","54.88441400","55.61449700","126.9047031","37.493276"
"343","2008","1123061","대치2동","60.52487300","61.27387200","127.0662436","37.4955294"
"344","2008","1123070","개포3동","31.42836700","31.70427300","127.0718191","37.4885825"
"347","2008","1123066","도곡1동","119.65530800","123.82248600","127.0407387","37.4894403"
"349","2008","1124051","풍납1동","53.80082400","49.41685300","127.1137027","37.5382922"
"369","2008","1121063","남현동","54.74579000","58.41497500","126.9765916","37.4617099"
"370","2008","1121066","서림동","57.40722000","59.19018000","126.938117","37.4737918"
"371","2008","1121069","신림동","88.43217400","91.85130600","126.9269185","37.4868818"
"372","2008","1121072","조원동","101.81827200","103.65198600","126.9070206","37.4833426"
"374","2008","1121073","대학동","221.95949700","225.02766800","126.9503831","37.4543585"
"375","2008","1121078","은천동","68.12676700","69.24823800","126.9405829","37.4871325"
"380","2008","1123068","개포1동","34.48440800","34.73561000","127.0604992","37.480258"
"415","2008","1125071","둔촌2동","103.31334500","105.42986900","127.1485334","37.531799"
"416","2008","1123059","삼성2동","188.14663100","197.60130500","127.0489931","37.5116921"
"417","2008","1123062","대치3동","200.24179800","201.87656000","127.0661117","37.501685"
"419","2008","1123064","역삼1동","811.38923300","839.36347500","127.0367584","37.4999211"
"421","2008","1118058","시흥2동","42.63093300","39.78739000","126.9205318","37.4506941"
"423","2008","1123051","신사동","57.48952700","59.38960900","127.0201823","37.5258447"
"425","2008","1124080","잠실3동","188.01363500","214.44998900","127.0947833","37.5162319"
"426","2008","1125051","강일동","12.63724800","15.34953500","127.1725746","37.5632192"
"428","2008","1125056","고덕2동","40.61262600","41.41071200","127.1622577","37.5665935"
"429","2008","1125058","암사2동","39.44195800","40.11910700","127.12315","37.5581746"
"431","2008","1125061","천호1동","62.42099600","66.61820000","127.1375642","37.5465789"
"432","2008","1101065","혜화동","65.33346500","66.71245100","127.0008948","37.5868266"
"434","2008","1111051","월계1동","61.36674500","62.60246900","127.0625553","37.6187434"
"436","2008","1111077","상계6.7동","129.27601300","132.25403700","127.0614074","37.6466982"
"424","2008","1124079","잠실2동","31.06146900","42.26136600","127.0795435","37.5177509"
"433","2008","1106061","답십리2동","25.06232300","25.49625700","127.0598105","37.5717561"
"406","2008","1124061","송파1동","81.46038000","84.46064900","127.1103631","37.5069858"
"411","2008","1124065","가락본동","164.74188300","167.06285300","127.1213957","37.4971923"
"418","2008","1123063","대치4동","218.37866800","220.66567100","127.0549429","37.5015894"
"422","2008","1125066","성내2동","73.90453400","76.03634800","127.1277928","37.5343406"
"427","2008","1125052","상일동","65.77704000","66.07294300","127.1650498","37.5507951"
"437","2008","1115065","신정2동","54.97466400","55.43365900","126.8749622","37.5187126"
"401","2008","1125054","명일2동","70.70230900","70.26565200","127.1557966","37.5484922"
"402","2008","1125065","성내1동","76.47508000","76.80920500","127.1254874","37.5284538"
"404","2008","1124059","오륜동","75.20928000","81.63624800","127.128998","37.5175689"
"405","2008","1124060","오금동","122.37925700","124.80993000","127.1340709","37.5037194"
"408","2008","1125053","명일1동","72.92565900","72.65874100","127.1452785","37.5495731"
"409","2008","1125067","성내3동","88.86798700","89.05193200","127.1336758","37.5284118"
"410","2008","1124063","석촌동","160.14913400","158.10392500","127.1041138","37.5028508"
"412","2008","1124066","가락1동","108.87200800","107.45659300","127.1077445","37.4951698"
"413","2008","1124067","가락2동","96.37549200","96.97802100","127.131344","37.4962788"
"435","2008","1108081","성북동","75.10811000","77.23923700","126.9973996","37.5953528"
"438","2008","1114071","연남동","47.05542600","48.72429700","126.9224741","37.5624936"
