,발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
1859,2019,2019-08-07 12,주,수,1,0,0,0,0,서울,강남구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,기타,기타,건설기계,보행자,958055.0,1945128.5,127.0254289,37.50447453
1861,2019,2019-08-07 18,야,수,1,0,0,0,0,서울,강북구,차대차,정면충돌,정면충돌,기타,단일로,기타단일로,자전거,화물차,958442.0,1960271.5,127.0289484,37.64097969
1866,2019,2019-08-08 10,주,목,1,0,0,0,0,서울,양천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,944496.0,1946466.0,126.871927,37.51581366
1877,2019,2019-08-09 13,주,금,1,0,0,0,0,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,951268.0,1952187.0,126.9481743,37.56776071
1884,2019,2019-08-10 04,야,토,1,0,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957890.0,1952725.0,127.0231262,37.57293651
1902,2019,2019-08-13 13,주,화,1,0,0,0,0,서울,구로구,차대차,기타,기타,안전거리 미확보,교차로,교차로부근,승합차,자전거,946014.0,1944195.0,126.8892703,37.4954349
1912,2019,2019-08-14 15,주,수,1,0,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,보행자,947491.6,1947844.2,126.9057244,37.52841096
1938,2019,2019-08-17 18,야,토,1,0,0,0,0,서울,강동구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,970512.0,1951519.0,127.1661096,37.5625572
1940,2019,2019-08-18 09,주,일,1,0,0,0,0,서울,양천구,차대사람,기타,기타,중앙선 침범,단일로,기타단일로,이륜차,보행자,943763.0,1947691.0,126.8635392,37.52681029
1951,2019,2019-08-19 22,야,월,1,0,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959740.0,1964896.0,127.0434053,37.68271875
1954,2019,2019-08-20 04,야,화,1,0,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,968511.0,1946394.0,127.1436727,37.51629711
1965,2019,2019-08-21 15,주,수,1,0,0,0,0,서울,용산구,차대사람,보도통행중,보도통행중,기타,교차로,교차로부근,승용차,보행자,955559.0,1947984.0,126.997017,37.53009516
1998,2019,2019-08-25 08,주,일,1,0,0,0,0,서울,중랑구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,건설기계,이륜차,962904.0,1954025.0,127.0798398,37.58486951
2008,2019,2019-08-26 15,주,월,1,0,0,0,0,서울,은평구,차대차,기타,기타,기타,교차로,교차로부근,자전거,화물차,948424.0,1955714.0,126.9157228,37.59939488
2011,2019,2019-08-27 01,야,화,1,0,0,0,0,서울,동대문구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,962184.0,1952636.0,127.0717568,37.57232074
2024,2019,2019-08-29 07,주,목,1,0,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,943629.0,1950393.0,126.8618152,37.55115536
2029,2019,2019-08-29 14,주,목,1,1,0,1,0,서울,서대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,950966.0,1954836.0,126.9445774,37.59162043
2031,2019,2019-08-29 17,주,목,1,0,0,0,0,서울,강동구,차대차,기타,기타,신호위반,교차로,교차로내,원동기장치자전거,승용차,971530.0,1951894.0,127.1776216,37.56596927
2041,2019,2019-08-30 23,야,금,1,0,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,947101.0,1953438.0,126.9009005,37.57880607
2055,2019,2019-09-02 05,야,월,1,0,0,0,0,서울,강동구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,보행자,969275.0,1948810.0,127.1522169,37.53809939
2062,2019,2019-09-02 17,주,월,1,0,0,0,0,서울,동대문구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,없음,961169.0,1953007.0,127.0602432,37.57562241
2072,2019,2019-09-03 08,주,화,1,1,0,1,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,962571.0,1962740.0,127.075622,37.66340632
2093,2019,2019-09-05 16,주,목,1,2,0,2,0,서울,금천구,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,화물차,946701.0,1939539.0,126.8973788,37.45350934
2097,2019,2019-09-06 02,야,금,1,0,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승합차,보행자,964032.0,1955482.0,127.092544,37.59804667
2110,2019,2019-09-07 19,야,토,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,939240.0,1950878.0,126.8120896,37.55524762
2126,2019,2019-09-10 11,주,화,1,0,0,0,0,서울,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,959418.0,1958883.0,127.040088,37.62850856
2142,2019,2019-09-11 23,야,수,1,0,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,963595.0,1955734.0,127.0875811,37.60030083
2147,2019,2019-09-12 20,야,목,1,0,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,951428.3,1953922.0,126.9498744,37.58340697
2148,2019,2019-09-12 21,야,목,1,1,0,1,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,948183.5,1952464.6,126.9132284,37.57009432
2149,2019,2019-09-12 21,야,목,1,0,0,0,0,서울,금천구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,946796.0,1941595.0,126.8983043,37.472046
2153,2019,2019-09-13 05,야,금,1,1,1,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,956187.0,1948949.0,127.0040669,37.53882303
2180,2019,2019-09-17 01,야,화,1,0,0,0,0,서울,동작구,차량단독,기타,기타,안전운전 의무 불이행,단일로,고가도로위,이륜차,없음,947362.0,1943032.0,126.9046023,37.48503041
2218,2019,2019-09-20 13,주,금,1,0,0,0,0,서울,관악구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,이륜차,949975.0,1942997.0,126.9341594,37.48486019
2222,2019,2019-09-21 04,야,토,1,0,0,0,0,서울,동작구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,이륜차,952356.0,1945942.0,126.9608994,37.51153018
2227,2019,2019-09-21 14,주,토,1,3,3,0,0,서울,강동구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,968700.0,1949504.0,127.1456788,37.54433537
2234,2019,2019-09-22 06,주,일,1,0,0,0,0,서울,동대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,961395.0,1952121.0,127.0628492,37.56764614
2244,2019,2019-09-23 11,주,월,1,0,0,0,0,서울,서초구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,957205.0,1943371.0,127.0159144,37.48859454
2249,2019,2019-09-23 14,주,월,1,0,0,0,0,서울,서초구,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,보행자,956187.0,1945328.0,127.0042829,37.50618589
2264,2019,2019-09-25 02,야,수,1,0,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,945290.0,1948671.0,126.880747,37.53573498
2283,2019,2019-09-27 05,야,금,1,0,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,954663.0,1941945.0,126.9872489,37.47562022
2289,2019,2019-09-27 14,주,금,1,0,0,0,0,서울,중랑구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,승합차,963026.0,1955191.0,127.0811627,37.59538392
2308,2019,2019-09-29 11,주,일,1,0,0,0,0,서울,서대문구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,건설기계,이륜차,950798.8,1951572.8,126.9429027,37.56219988
2316,2019,2019-09-29 22,야,일,1,0,0,0,0,서울,마포구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,개인형이동수단(PM),없음,950462.0,1949674.0,126.9392176,37.54506765
2328,2019,2019-09-30 22,야,월,1,0,0,0,0,서울,금천구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,946703.0,1940747.0,126.897314,37.46439743
2330,2019,2019-10-01 05,야,화,1,0,0,0,0,서울,영등포구,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,화물차,자전거,950178.0,1947106.0,126.936177,37.5219065
2332,2019,2019-10-01 08,주,화,1,2,0,2,0,서울,강서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,이륜차,승용차,940604.0,1951746.0,126.8274612,37.56315983
2333,2019,2019-10-01 10,주,화,1,0,0,0,0,서울,금천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,946784.0,1941504.0,126.8981752,37.47122511
2335,2019,2019-10-01 16,주,화,1,0,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,기타,교차로,교차로내,원동기장치자전거,승용차,949424.0,1957212.0,126.9269472,37.61295197
2338,2019,2019-10-02 03,야,수,1,0,0,0,0,서울,서초구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,959453.0,1943015.0,127.0413621,37.48548723
2345,2019,2019-10-03 00,야,목,1,0,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959880.0,1944149.0,127.04613,37.49572707
2368,2019,2019-10-04 23,야,금,1,1,1,0,0,서울,동대문구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,961217.0,1953269.0,127.0607729,37.57798592
2369,2019,2019-10-05 03,야,토,1,0,0,0,0,서울,성동구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,959349.0,1950231.0,127.0397864,37.55052297
2377,2019,2019-10-06 14,주,일,1,0,0,0,0,서울,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,955680.0,1951987.0,126.9981446,37.56618101
2381,2019,2019-10-07 05,야,월,1,0,0,0,0,서울,송파구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967439.0,1944561.0,127.1316235,37.49973821
2388,2019,2019-10-08 06,주,화,1,0,0,0,0,서울,강동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,968144.0,1950186.0,127.1393553,37.55046346
2396,2019,2019-10-09 06,주,수,1,0,0,0,0,서울,구로구,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,942083.0,1941991.0,126.8449759,37.47533177
2420,2019,2019-10-11 10,주,금,1,0,0,0,0,서울,금천구,차량단독,공작물충돌,공작물충돌,신호위반,교차로,교차로부근,승용차,없음,947210.3,1941437.8,126.9030008,37.47065289
2425,2019,2019-10-11 20,야,금,1,0,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,958557.6,1952844.3,127.0306795,37.57404209
2430,2019,2019-10-12 07,주,토,1,0,0,0,0,서울,성동구,차대차,추돌,추돌,기타,교차로,교차로부근,승용차,자전거,960397.0,1948641.0,127.0517364,37.53623744
2447,2019,2019-10-14 12,주,월,1,0,0,0,0,서울,서대문구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,948388.0,1953894.0,126.9154433,37.5829891
2478,2019,2019-10-17 04,야,목,1,2,1,1,0,서울,양천구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,940619.0,1947444.0,126.8279792,37.52438696
2486,2019,2019-10-18 05,야,금,1,0,0,0,0,서울,동대문구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,959327.0,1952949.0,127.0393866,37.57502009
2521,2019,2019-10-21 17,주,월,1,0,0,0,0,서울,강남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,962470.0,1944382.0,127.0754175,37.49793613
2536,2019,2019-10-23 02,야,수,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,942318.0,1950122.0,126.8469953,37.54863168
2538,2019,2019-10-23 08,주,수,1,0,0,0,0,서울,노원구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,화물차,화물차,962883.0,1964606.0,127.0790644,37.68023755
2543,2019,2019-10-23 20,야,수,1,0,0,0,0,서울,성동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,958875.0,1949679.0,127.0344514,37.5455266
2544,2019,2019-10-23 23,야,수,1,1,1,0,0,서울,강북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,958871.0,1959659.0,127.0338454,37.63547845
2545,2019,2019-10-23 23,야,수,1,0,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966274.0,1946295.0,127.118364,37.51532571
2546,2019,2019-10-24 00,야,목,1,0,0,0,0,서울,영등포구,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,949231.0,1947566.0,126.9254288,37.52600092
2561,2019,2019-10-25 07,주,금,1,16,5,8,3,서울,송파구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,승용차,968157.0,1945366.0,127.1397115,37.50701911
2582,2019,2019-10-26 07,주,토,1,0,0,0,0,서울,서대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,951056.0,1954390.0,126.9456266,37.58760538
2602,2019,2019-10-28 05,야,월,1,0,0,0,0,서울,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,939579.0,1950568.0,126.815953,37.55247591
2608,2019,2019-10-28 15,주,월,1,2,0,2,0,서울,강서구,차대차,측면충돌,측면충돌,과속,교차로,교차로내,승용차,승용차,938629.0,1952810.0,126.8050107,37.57262005
2630,2019,2019-10-30 09,주,수,1,0,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,962858.0,1957313.0,127.0791519,37.61450329
2634,2019,2019-10-30 18,야,수,1,0,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,948187.0,1943020.3,126.9139344,37.48497161
2652,2019,2019-11-01 09,주,금,1,0,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,건설기계,없음,956335.0,1957582.0,127.0052275,37.6166411
2658,2019,2019-11-01 22,야,금,1,1,1,0,0,서울,강남구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,962801.0,1944513.0,127.0791554,37.49913029
2663,2019,2019-11-02 11,주,토,1,0,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,951135.0,1954901.0,126.9464872,37.59221527
2698,2019,2019-11-05 05,야,화,1,0,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,939423.0,1953653.0,126.813932,37.58027052
2730,2019,2019-11-08 05,야,금,1,0,0,0,0,서울,구로구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,943379.0,1943955.0,126.8594813,37.49311389
2744,2019,2019-11-09 10,주,토,1,0,0,0,0,서울,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,949331.0,1943801.0,126.92682,37.49207172
2798,2019,2019-11-15 02,야,금,1,1,1,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,보행자,954521.0,1945254.0,126.9854384,37.5054383
2811,2019,2019-11-15 22,야,금,1,0,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,966009.0,1947547.0,127.1153075,37.52660079
2813,2019,2019-11-16 04,야,토,1,0,0,0,0,서울,송파구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,963997.0,1945891.0,127.0926184,37.51159822
2818,2019,2019-11-16 18,야,토,1,0,0,0,0,서울,강북구,차대차,기타,기타,신호위반,단일로,기타단일로,이륜차,승합차,958391.0,1959629.0,127.0284069,37.63518644
2852,2019,2019-11-21 00,야,목,1,1,0,1,0,서울,강남구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로부근,이륜차,승용차,959598.3,1944870.8,127.0429036,37.50222064
2855,2019,2019-11-21 07,주,목,1,0,0,0,0,서울,영등포구,차대사람,기타,기타,신호위반,단일로,기타단일로,승용차,보행자,946823.0,1947955.0,126.8981497,37.5293713
2882,2019,2019-11-25 01,야,월,1,0,0,0,0,서울,송파구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,963907.0,1947323.0,127.0915297,37.52450191
2903,2019,2019-11-27 05,야,수,1,0,0,0,0,서울,서초구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,957698.0,1942719.2,127.0215284,37.48274234
2935,2019,2019-12-01 00,야,일,1,1,0,1,0,서울,강동구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,이륜차,승용차,966508.0,1949005.0,127.1208883,37.53976062
2938,2019,2019-12-01 05,야,일,1,0,0,0,0,서울,마포구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,947974.0,1950059.0,126.9110268,37.54840059
2957,2019,2019-12-03 15,주,화,1,0,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,961052.0,1955093.0,127.0588073,37.59441915
2960,2019,2019-12-03 21,야,화,1,0,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949957.1,1943202.2,126.933943,37.48670874
2962,2019,2019-12-03 23,야,화,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,960642.0,1950182.0,127.0544268,37.55013747
2969,2019,2019-12-04 12,주,수,1,0,0,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로내,승합차,원동기장치자전거,939937.5,1950120.1,126.8200481,37.54846245
2999,2019,2019-12-07 18,야,토,1,0,0,0,0,서울,노원구,차대차,추돌,추돌,신호위반,교차로,교차로내,승용차,이륜차,962122.0,1960732.0,127.0706354,37.64528944
3004,2019,2019-12-08 03,야,일,1,0,0,0,0,서울,서대문구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,950614.0,1955221.0,126.9405643,37.59507164
3015,2019,2019-12-09 03,야,월,1,0,0,0,0,서울,마포구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,화물차,이륜차,950533.0,1950075.0,126.9399942,37.54868575
3024,2019,2019-12-10 07,주,화,1,0,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,961353.0,1956989.0,127.0621167,37.61152096
3047,2019,2019-12-12 04,야,목,1,0,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,955923.0,1947125.0,127.0011882,37.52237022
3048,2019,2019-12-12 07,주,목,1,0,0,0,0,서울,양천구,차대사람,기타,기타,과속,단일로,터널안,승용차,보행자,940873.0,1945447.0,126.8310143,37.50640427
3062,2019,2019-12-12 21,야,목,1,0,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,963540.0,1940474.0,127.0877159,37.46275441
3076,2019,2019-12-14 11,주,토,1,0,0,0,0,서울,성동구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,959661.0,1950828.0,127.0432857,37.55591763
3079,2019,2019-12-14 12,주,토,1,0,0,0,0,서울,성북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,959528.0,1957237.0,127.0414257,37.6136777
3097,2019,2019-12-16 12,주,월,1,0,0,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,승합차,944403.0,1950020.0,126.8706056,37.54784052
3099,2019,2019-12-16 20,야,월,1,0,0,0,0,서울,관악구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,951923.0,1943069.0,126.9561879,37.48561262
3103,2019,2019-12-17 02,야,화,1,0,0,0,0,서울,관악구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,950385.0,1942872.0,126.9388052,37.48375565
3136,2019,2019-12-20 02,야,금,1,0,0,0,0,서울,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,942052.0,1944307.0,126.8444429,37.49620416
3158,2019,2019-12-22 09,주,일,1,0,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,956366.0,1943685.0,127.0064056,37.49138547
3187,2019,2019-12-26 16,주,목,1,0,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,948775.0,1958970.0,126.9194708,37.62876092
3215,2019,2019-12-29 23,야,일,1,0,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,961409.9,1954638.0,127.0628854,37.5903332
3216,2019,2019-12-30 00,야,월,1,0,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949345.0,1943932.0,126.9269693,37.49325322
3227,2019,2019-12-31 01,야,화,1,0,0,0,0,서울,서초구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,954355.0,1944739.0,126.9835923,37.50078826
3228,2019,2019-12-31 05,야,화,1,0,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,964440.0,1943029.0,127.0977693,37.48581892
