,과속방지턱관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1949,159,서울특별시,노원구,광운로15길,,서울 노원구 월계동 382-44,더보아트빌,1,1,0.0,3.7,3.7,2,Y,37.37200334,127.3296812,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1950,160,서울특별시,노원구,광운로15길,,서울 노원구 월계동 392-23,오봉빌라,1,1,0.0,2.6,3.8,2,N,37.37185706,127.337753,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1951,161,서울특별시,노원구,광운로17길,,서울 노원구 월계동 388-2,성북유치원,1,1,0.1,3.7,5.9,2,Y,37.37204134,127.3331647,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1952,162,서울특별시,노원구,광운로17길,,서울 노원구 월계동 388-2,월계로즈빌,1,1,0.1,3.7,5.6,2,Y,37.37210128,127.3324147,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1953,163,서울특별시,노원구,광운로17길,,서울 노원구 월계동 388-2,아트빌,1,1,0.0,3.7,3.7,2,Y,37.3722779,127.3335048,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1954,164,서울특별시,노원구,광운로17길,,서울 노원구 월계동 388-2,월계로즈빌,1,1,0.1,3.7,5.2,2,Y,37.37219964,127.3323718,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1955,165,서울특별시,노원구,광운로17길,,서울 노원구 월계동 388-2,신도브래뉴101동,1,1,0.05,3.6,4.7,2,Y,37.37213931,127.3309241,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1956,166,서울특별시,노원구,광운로17길,,서울 노원구 월계동 392-161,골든빌,1,1,0.1,2.5,4,2,N,37.6221029,127.0553026,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1957,167,서울특별시,노원구,광운로22길,,서울 노원구 월계동 298-17,진도빌딩,1,1,0.1,3.8,8.7,1,Y,37.37428533,127.3339811,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1958,168,서울특별시,노원구,광운로22길,,서울 노원구 월계동 259-1,월계비젼교회,1,1,0.08,3.8,5.8,2,Y,37.37437893,127.3337958,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1959,169,서울특별시,노원구,광운로22길,,서울 노원구 월계동 259-1,월계역신도브래뉴103동,1,1,0.1,3.7,6,2,Y,37.37444732,127.3335344,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1960,170,서울특별시,노원구,광운로22길,,서울 노원구 월계동 259-1,월계역신도브래뉴103동,1,1,0.1,3.7,5.3,2,Y,37.37453208,127.3332293,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1961,171,서울특별시,노원구,광운로22길,,서울 노원구 월계동 259-1,ID'CITY,1,1,0.1,3.6,5.7,2,Y,37.37473683,127.3324371,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1962,172,서울특별시,노원구,노원로,,서울 노원구 상계동 389-635,노원요양복지원,1,1,0.0,3.6,5.5,2,Y,37.39287881,127.3582447,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1963,173,서울특별시,노원구,노원로,,서울 노원구 상계동 364-19,현대자동차공업사노원점,1,1,0.1,3.6,7.4,2,Y,37.39309561,127.3517934,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1964,174,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 87-2,서울태릉초등학교,1,1,0.1,4.5,6,2,Y,37.37188132,127.5069048,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1965,175,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 87-2,공릉중학교,1,1,0.08,4.0,6,2,Y,37.37174397,127.5038596,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1966,176,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 87-2,공릉2동주민센터,1,1,0.08,3.7,6,2,Y,37.371597,127.5005412,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1967,177,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 270-44,외국인교수아파트,1,1,0.11,3.7,3.3,2,Y,37.37141955,127.4563632,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1968,178,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 270-44,외국인교수아파트,1,1,0.1,3.7,4.9,2,Y,37.37138914,127.4550832,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1969,179,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 270-44,대명아파트3동,1,1,0.11,3.2,4.3,2,Y,37.37138925,127.4530269,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1970,180,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 270-44,청수대아파트,1,1,0.1,3.6,3.5,2,Y,37.37139045,127.4514724,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1971,181,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 270-46,청수대아파트,1,1,0.1,3.6,5.7,2,Y,37.37125455,127.4496498,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1972,182,서울특별시,노원구,노원로01길,,서울 노원구 공릉동 270-46,청수대아파트,1,1,0.1,3.6,5.9,2,Y,37.3713602,127.4501883,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1973,183,서울특별시,노원구,노원로01가길,,서울 노원구 공릉동 91-3,서울태릉초등학교,1,1,0.08,3.6,9.1,1,Y,37.372139,127.508761,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1974,184,서울특별시,노원구,노원로01나길,,서울 노원구 공릉동 81-3,서울태릉초등학교,1,1,0.06,3.7,7.5,1,Y,37.3722538,127.5036502,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1975,185,서울특별시,노원구,노원로01나길,,서울 노원구 공릉동 81-3,공릉중학교,1,1,0.11,3.6,7.6,1,Y,37.3721687,127.5017519,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1976,186,서울특별시,노원구,노원로01나길,,서울 노원구 공릉동 81-3,공릉중학교,1,1,0.11,3.7,7.6,1,Y,37.37208228,127.4598631,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1977,187,서울특별시,노원구,노원로01나길,,서울 노원구 공릉동 87-4,공릉2동성당,1,1,0.11,3.7,4.6,2,Y,37.37178777,127.4572746,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1978,188,서울특별시,노원구,노원로01나길,,서울 노원구 공릉동 87-4,공릉2동주민센터,1,1,0.11,3.7,4.6,2,Y,37.37164996,127.4590636,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1979,189,서울특별시,노원구,노원로01바길,,서울 노원구 공릉동 329-27,동원교회,1,1,0.1,3.7,4.8,2,Y,37.37151974,127.4504498,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1980,190,서울특별시,노원구,노원로01바길,,서울 노원구 공릉동 329-27,새빛교회,1,1,0.1,3.7,4.6,2,Y,37.37172287,127.4506624,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1981,191,서울특별시,노원구,노원로01바길,,서울 노원구 공릉동 269-1,청구빌아파트,1,1,0.0,3.7,4.6,2,Y,37.37186746,127.4507718,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1982,192,서울특별시,노원구,노원로11길,,서울 노원구 하계동 251-5,하름교회,1,1,0.05,3.7,8.1,2,Y,37.38222389,127.4230881,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1983,193,서울특별시,노원구,노원로11길,,서울 노원구 하계동 251-5,북서울농협하계지점,1,1,0.05,3.7,6.6,2,Y,37.38234118,127.4221355,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1984,194,서울특별시,노원구,노원로11길,,서울 노원구 하계동 251-5,북서울농협하계지점,1,1,0.1,3.6,8.1,2,Y,37.38243319,127.4219434,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1985,195,서울특별시,노원구,노원로11길,,서울 노원구 하계동 251-5,인정프라자빌딩,1,1,0.05,3.6,6.5,2,Y,37.3824476,127.4212795,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1986,196,서울특별시,노원구,노원로14길,,서울 노원구 하계동 256-7,대신빌딩,1,1,0.05,3.7,6.7,2,Y,37.38211512,127.4315203,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1987,197,서울특별시,노원구,노원로14길,,서울 노원구 하계동 256-7,TheBless산후조리원,1,1,0.04,3.7,8.2,2,Y,37.38224713,127.4285751,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1988,198,서울특별시,노원구,노원로14길,,서울 노원구 하계동 256-7,오니아빌딩,1,1,0.08,3.7,6.5,2,Y,37.38237172,127.4268546,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1989,199,서울특별시,노원구,노원로15길,,서울 노원구 하계동 250-7,하계테크노타운,1,1,0.12,3.6,5.5,2,Y,37.38287482,127.4172298,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1990,200,서울특별시,노원구,노원로15길,,서울 노원구 하계동 250-7,하계테크노타운,1,1,0.12,3.6,5.6,2,Y,37.38283376,127.4159052,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1991,201,서울특별시,노원구,노원로15길,,서울 노원구 하계동 250-7,하늘교회,1,1,0.1,3.6,5.5,2,Y,37.38278908,127.4143926,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1992,202,서울특별시,노원구,노원로15길,,서울 노원구 하계동 285-1,한신코아빌라10동,1,1,0.0,3.7,5.1,2,Y,37.38273942,127.4125615,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1993,203,서울특별시,노원구,노원로15길,,서울 노원구 중계동 510-4,한신코아빌라10동,1,1,0.1,3.9,5.2,2,Y,37.38270533,127.4113203,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1994,204,서울특별시,노원구,노원로15길,,서울 노원구 하계동 285-1,한신코아빌라7동,1,1,0.06,3.6,4.2,2,Y,37.38264134,127.4109305,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1995,205,서울특별시,노원구,노원로15길,,서울 노원구 하계동 285-1,한신코아빌라9동,1,1,0.08,3.7,4.1,2,Y,37.38250252,127.4115633,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1996,206,서울특별시,노원구,노원로15길,,서울 노원구 하계동 285-1,한신코아빌라8동,1,1,0.08,3.7,4.3,2,Y,37.38245685,127.4118013,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1997,207,서울특별시,노원구,노원로15길,,서울 노원구 하계동 285-1,한신코아빌라2동,1,1,0.1,3.7,4.5,2,Y,37.38229854,127.412494,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1998,208,서울특별시,노원구,노원로15길,,서울 노원구 중계동 510-4,한신코아빌라7동,1,1,0.1,4.1,5.3,2,Y,37.38266915,127.4100351,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1999,209,서울특별시,노원구,노원로16길,,서울 노원구 하계동 256,하계동교회,1,1,0.1,3.7,6.4,2,Y,37.38302099,127.4222508,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2000,210,서울특별시,노원구,노원로16길,,서울 노원구 하계동 256,시립노원노인종합복지관,1,1,0.08,3.8,7,2,Y,37.38315803,127.4270454,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2001,211,서울특별시,노원구,노원로19길,,서울 노원구 중계동 510-5,중계3단지목련311동,1,1,0.1,3.7,6,1,Y,37.3841987,127.411209,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2002,212,서울특별시,노원구,노원로19길,,서울 노원구 중계동 510-5,중계3단지목련311동,1,1,0.1,4.1,5.9,1,Y,37.38417523,127.4103643,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2003,213,서울특별시,노원구,노원로19길,,서울 노원구 중계동 510-5,상원유치원,1,1,0.11,4.0,5.9,1,Y,37.6431976,127.0694676,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2004,214,서울특별시,노원구,노원로19길,,서울 노원구 중계동 510-5,중원중학교,1,1,0.12,4.1,5.8,1,Y,37.38402237,127.4049467,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2005,215,서울특별시,노원구,노원로20길,,서울 노원구 중계동 361-3,하계2차현대212동,1,1,0.1,3.7,6.7,1,Y,37.38448095,127.4208242,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2006,216,서울특별시,노원구,노원로20길,,서울 노원구 중계동 361-3,불암중학교,1,1,0.1,4.0,6.4,1,Y,37.38461191,127.4252191,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2007,217,서울특별시,노원구,노원로26가길,,서울 노원구 상계동 183-1,코오롱하늘채101동,1,1,0.1,3.6,5.9,2,Y,37.39114506,127.410615,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2008,218,서울특별시,노원구,노원로26가길,,서울 노원구 상계동 195-26,코오롱하늘채102동,1,1,0.0,3.6,5,2,Y,37.39108179,127.4122375,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2028,,서울특별시,서대문구,북아현로,,서울특별시 서대문구 북아현동 251-75,추계초등학교 어린이보호구역,1,1,7.5,200.0,600,2,N,37.563875418,126.953998337,Y,Y,,서울특별시 서대문구,02-330-1835,2020-01-01,3120000.0,서울특별시 서대문구
2029,249,서울특별시,노원구,노원로32길,,서울 노원구 상계동 320-27,성민복지관,1,1,0.09,3.7,4.2,2,Y,37.39201737,127.4086948,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2030,,서울특별시,서대문구,북아현로,,서울특별시 서대문구 북아현동 251-75,추계초등학교 어린이보호구역,1,1,7.5,200.0,600,2,N,37.564055529,126.953771854,Y,Y,,서울특별시 서대문구,02-330-1835,2020-01-01,3120000.0,서울특별시 서대문구
2031,,서울특별시,서대문구,북아현로,,서울특별시 서대문구 북아현동 251-75,추계초등학교 어린이보호구역,1,1,7.5,200.0,600,2,N,37.56411857,126.953698243,Y,Y,,서울특별시 서대문구,02-330-1835,2020-01-01,3120000.0,서울특별시 서대문구
2032,,서울특별시,서대문구,북아현로,,서울특별시 서대문구 북아현동 251-75,추계초등학교 어린이보호구역,1,1,7.5,200.0,600,2,N,37.564278429,126.953525535,Y,Y,,서울특별시 서대문구,02-330-1835,2020-01-01,3120000.0,서울특별시 서대문구
2033,,서울특별시,서대문구,북아현로11가길,,서울특별시 서대문구 북아현동 251-288,추계초등학교 어린이보호구역,1,1,7.5,200.0,400,2,N,37.563105176,126.954281773,Y,Y,,서울특별시 서대문구,02-330-1835,2020-01-01,3120000.0,서울특별시 서대문구
2034,,서울특별시,서대문구,북아현로11가길,,서울특별시 서대문구 북아현동 251-288,추계초등학교 어린이보호구역,1,1,7.5,200.0,300,2,N,37.563323578,126.95404961,Y,Y,,서울특별시 서대문구,02-330-1835,2020-01-01,3120000.0,서울특별시 서대문구
2341,487,서울특별시,노원구,동일로180길,,서울 노원구 공릉동 583-3,원불교태릉교당,1,1,0.0,3.0,4.5,2,Y,37.37208238,127.4298494,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2342,488,서울특별시,노원구,동일로180길,,서울 노원구 공릉동 564,공릉상가,1,1,0.1,2.3,3.3,2,N,37.37217604,127.4350775,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2343,489,서울특별시,노원구,동일로181길,,서울 노원구 공릉동 564,녹산빌딩,1,1,0.1,2.1,3.3,2,N,37.37216238,127.4360368,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2344,490,서울특별시,노원구,동일로180길,,서울 노원구 공릉동 564,광덕아파트,1,1,0.1,3.4,4.5,2,Y,37.37210688,127.4375966,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2345,491,서울특별시,노원구,동일로180길,,서울 노원구 공릉동 354-2,행운빌딩,1,1,0.1,3.6,3.1,2,Y,37.37228626,127.4398393,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2346,492,서울특별시,노원구,동일로180길,,서울 노원구 공릉동 564,신세계빌리지,1,1,0.0,3.6,3,2,Y,37.37231843,127.4397886,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2347,493,서울특별시,노원구,동일로182길,,서울 노원구 공릉동 552-4,파크빌,1,1,0.1,3.1,2.8,2,Y,37.37228931,127.4279592,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2348,494,서울특별시,노원구,동일로182길,,서울 노원구 공릉동 552-4,풍천빌라,1,1,0.1,4.0,3.4,2,Y,37.37230452,127.4303026,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2349,495,서울특별시,노원구,동일로182길,,서울 노원구 공릉동 564,문성희음악교습소,1,1,0.1,3.5,6.3,2,Y,37.37254031,127.4338828,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2350,496,서울특별시,노원구,동일로182길,,서울 노원구 공릉동 511,용호캐슬,1,1,0.0,3.6,2.7,2,Y,37.37285647,127.4389475,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2351,497,서울특별시,노원구,동일로183길,,서울 노원구 공릉동 496-6,서경하누리아파트,1,1,0.1,3.7,5.3,2,Y,37.37252586,127.4221815,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2352,498,서울특별시,노원구,동일로184길,,서울 노원구 공릉동 552-3,(주)동양아트디엔씨,1,1,0.08,3.4,6.3,2,Y,37.37257515,127.0721141,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2353,499,서울특별시,노원구,동일로184길,,서울 노원구 공릉동 514-3,희래하이츠A동,1,1,0.08,3.4,6.6,2,Y,37.37269936,127.4305465,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2354,500,서울특별시,노원구,동일로184길,,서울 노원구 공릉동 514-3,희래하이츠2차A동,1,1,0.1,3.9,4.5,2,Y,37.37274147,127.4317654,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
2497,82000182,서울특별시,강동구,성내로6길,서울특별시 강동구 성내로6길 42,서울특별시 강동구 성내동 454-9,서울특별시 강동구 성내로6길 42,99,3,10.0,390.0,450,2,Y,37.5280492,127.1218024,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
2526,82000181,서울특별시,강동구,올림픽로48길,서울특별시 강동구 올림픽로 528,서울특별시 강동구 성내동 451,서울특별시 강동구 올림픽로 528(농협),99,3,10.0,380.0,600,1,Y,37.5291525,127.1204023,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
2554,82000180,서울특별시,강동구,성내로,서울특별시 강동구 성내로 8-10,서울특별시 강동구 성내동 553-11,서울특별시 강동구 성내로 8-10,99,3,10.0,380.0,700,1,Y,37.5299741,127.121351,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
2614,2020-3000000-06-0082,서울특별시,종로구,평동 62(삼성병원~경희궁자이3단지),서울특별시 종로구 평동 62(삼성병원~경희궁자이3단지),,도로,1,01,10.0,360.0,6.7,01,Y,37.569072,126.967662,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
2648,2020-3000000-06-0082,서울특별시,종로구,부암동 85-1,서울특별시 종로구 부암동 85-1,,도로,1,01,10.0,360.0,7.4,01,Y,37.59706973,126.9691281,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
2710,2020-3000000-06-0082,서울특별시,종로구,숭인동길 43(도담도담어린이집) - 1,서울특별시 종로구 숭인동길 43(도담도담어린이집) - 1,,도로,1,01,10.0,360.0,9,01,Y,37.576972,127.021997,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
2744,2020-3000000-06-0082,서울특별시,종로구,숭인동길 43(도담도담어린이집) - 2,서울특별시 종로구 숭인동길 43(도담도담어린이집) - 2,,도로,1,01,10.0,360.0,8,01,Y,37.577015,127.022005,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
3479,250,서울특별시,노원구,노원로32길,,서울 노원구 상계동 321-109,순복음노원교회,1,1,0.1,3.6,6.1,1,Y,37.39198205,127.4028024,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
3481,82000156,서울특별시,강동구,성내로6다길,서울특별시 강동구 성내로6길 51,서울특별시 강동구 성내동 458-8,서울특별시 강동구 성내로6길 51,1,1,10.0,360.0,550,2,Y,37.527486,127.1220353,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3482,82000157,서울특별시,강동구,올림픽로48길,서울특별시 강동구 올림픽로48길 27,서울특별시 강동구 성내동 555-13,서울특별시 강동구 올림픽로48길 27,1,1,10.0,380.0,700,1,Y,37.5290137,127.1217452,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3483,82000158,서울특별시,강동구,올림픽로48길,서울특별시 강동구 성내로6길 32,서울특별시 강동구 성내동 455-18,서울특별시 강동구 성내로6길 32,1,1,10.0,380.0,660,1,Y,37.5285557,127.1221879,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3484,82000159,서울특별시,강동구,성내로6길,서울특별시 강동구 성내로6길 34-5,서울특별시 강동구 성내동 454-6,서울특별시 강동구 성내로6길 34-5,1,1,10.0,360.0,450,2,Y,37.5282884,127.1217385,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3485,82000160,서울특별시,강동구,성내로6길,서울특별시 강동구 성내로6길 42-20,서울특별시 강동구 성내동 454-15,서울특별시 강동구 성내로6길 42-20,1,1,10.0,380.0,290,2,Y,37.5283929,127.1210109,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3486,82000161,서울특별시,강동구,성내로6길,서울특별시 강동구 성내로6길 50-10,서울특별시 강동구 성내동 453-9,서울특별시 강동구 성내로6길 50-10,1,1,10.0,360.0,460,2,Y,37.5279089,127.121115,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3487,82000162,서울특별시,강동구,성안로7길,서울특별시 강동구 성안로7길 36,서울특별시 강동구 성내동 530,서울특별시 강동구 성안로7길 36,1,1,10.0,360.0,350,2,Y,37.529222,127.1296609,N,N,2011,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3488,82000163,서울특별시,강동구,성내로15길,서울특별시 강동구 성내로15길 58,서울특별시 강동구 성내동 527,서울특별시 강동구 성내로15길 58,1,1,10.0,360.0,550,2,Y,37.5298389,127.1296221,N,N,2011,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3489,82000164,서울특별시,강동구,성내로14길,서울특별시 강동구 성내로14길 41-17,서울특별시 강동구 성내동 466-14,서울특별시 강동구 성내로14길 41-17,1,1,10.0,360.0,290,2,Y,37.5257578,127.1270267,N,N,2013,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3490,82000165,서울특별시,강동구,성내로6가길,서울특별시 강동구 성내로6가길 112,서울특별시 강동구 성내동 466-2,서울특별시 강동구 성내로6가길 112,1,1,10.0,360.0,470,2,Y,37.5256033,127.1278238,N,N,2014,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3491,82000166,서울특별시,강동구,성내로3가길,서울특별시 강동구 성내로3가길 19,서울특별시 강동구 성내동 535-8,서울특별시 강동구 성내로3가길 19,99,3,0.0,400.0,440,2,Y,37.5306095,127.1239198,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3492,82000167,서울특별시,강동구,성안로3길,서울특별시 강동구 성안로3길 5,서울특별시 강동구 성내동 447-14,서울특별시 강동구 성안로3길 5,99,3,0.0,380.0,580,2,Y,37.5255243,127.1292106,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3493,82000168,서울특별시,강동구,성내로18길,서울특별시 강동구 성안로3길 14,서울특별시 강동구 성내동 435-30,서울특별시 강동구 성안로3길 14,99,3,10.0,380.0,340,2,Y,37.5258867,127.1288681,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3494,82000169,서울특별시,강동구,성내로18길,서울특별시 강동구 성내로18길 5,서울특별시 강동구 성내동 435-1,서울특별시 강동구 성내로18길 5,99,3,10.0,380.0,340,2,Y,37.5265423,127.1294262,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3495,82000170,서울특별시,강동구,성안로,서울특별시 강동구 성안로 7-12,서울특별시 강동구 성내동 447-6,서울특별시 강동구 성안로 7-12,99,3,10.0,380.0,540,2,Y,37.5250118,127.1286215,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3496,82000171,서울특별시,강동구,성내로14길,서울특별시 강동구 성내로6다길 115,서울특별시 강동구 성내동 467-1,서울특별시 강동구 성내로6다길 115,99,3,10.0,360.0,440,2,Y,37.5250926,127.1276001,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3497,82000172,서울특별시,강동구,성내로14길,서울특별시 강동구 성내로14길 41,서울특별시 강동구 성내동 466-3,서울특별시 강동구 성내로14길 41,99,3,10.0,360.0,520,2,Y,37.5260671,127.1263261,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3498,82000173,서울특별시,강동구,성안로3길,서울특별시 강동구 성내로12길 9-6,서울특별시 강동구 성내동 563-9,서울특별시 강동구 성내로12길 9-6,99,3,10.0,380.0,380,2,Y,37.5277079,127.126083,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
