,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1513,F9167,서울특별시,강서구,일반국도,6번,방화대로,1.0,서울특별시 강서구 방화대로 96,,37.549134,126.816824,메이필드호텔앞교차로,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1514,F9168,서울특별시,강서구,일반국도,6번,방화대로,2.0,서울특별시 강서구 방화대로,서울특별시 강서구 외발산동 산 71-16,37.540985,126.816276,메이필드호텔앞교차로 부천방면 전방800m,1,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1515,F9169,서울특별시,동작구,특별시도,,장승배기로,1.0,서울특별시 동작구 장승배기로 160,,37.511538,126.940295,노량진초교 앞 : 스쿨존,2,40,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1516,F9170,서울특별시,관악구,특별시도,,강남순환로,1.0,서울특별시 관악구 강남순환로,서울특별시 관악구 신림동 140-14,37.468959,126.947383,"관악IC(수서 방면) 1,2,3차로",1,80,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1517,F9171,서울특별시,관악구,특별시도,,강남순환로,2.0,서울특별시 관악구 강남순환로,서울특별시 관악구 신림동 140-9,37.468971,126.947505,"관악IC(광명 방면) 1,2,3차로",1,80,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1518,F9172,서울특별시,서초구,특별시도,,강남순환로,1.0,서울특별시 서초구 강남순환로,서울특별시 서초구 방배동 산 130-7,37.470461,126.986922,"사당IC(광명 방면) 1,2,3차로",1,80,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1519,F9173,서울특별시,서초구,특별시도,,강남순환로,2.0,서울특별시 서초구 강남순환로,서울특별시 서초구 우면동 산 67-8,37.462053,127.018424,"서초터널 출구(수서 방면) 1,2,3차로",1,80,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1535,F8543,서울특별시,용산구,특별시도,,양녕로,1.0,서울특별시 용산구 양녕로,서울특별시 용산구 이촌동 303-19,37.517401,126.958892,한강대교 노들섬,1,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1536,F8544,서울특별시,영등포구,특별시도,,국회대로,2.0,서울특별시 영등포구 국회대로 552,,37.528436,126.895321,삼익아파트 앞,1,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1537,F8545,서울특별시,서초구,특별시도,,남부순환로,1.0,서울특별시 서초구 남부순환로 2406,,37.47897,127.010182,한국예술종합학교 앞,1,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1538,F8546,서울특별시,강남구,특별시도,,광평로,2.0,서울특별시 강남구 광평로 144,,37.484051,127.090221,삼성아파트105동 건너편,1,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1539,F8547,서울특별시,서초구,특별시도,,강남대로,2.0,서울특별시 서초구 강남대로,서울특별시 서초구 잠원동 77,37.52302,127.016503,한남대교남단,1,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1540,F8548,서울특별시,강동구,특별시도,,강동대로,1.0,서울특별시 강동구 강동대로 245,,37.521961,127.133194,둔촌사거리,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1541,F8549,서울특별시,강북구,특별시도,,인수봉로,1.0,서울특별시 강북구 인수봉로 136,,37.631716,127.013775,혜화여고 건너편,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1542,F8550,서울특별시,강북구,특별시도,,인수봉로,2.0,서울특별시 강북구 인수봉로 269,,37.643063,127.010855,인수초중교앞,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1543,F8551,서울특별시,강서구,일반국도,48번,공항대로,1.0,서울특별시 강서구 공항대로 69,,37.560849,126.816183,공항중학교삼거리,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1544,F8552,서울특별시,광진구,일반국도,43번,천호대로,2.0,서울특별시 광진구 천호대로,서울특별시 광진구 광장동 201-2,37.54474,127.10457,광장사거리,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1545,F8553,서울특별시,동대문구,특별시도,,한천로,1.0,서울특별시 동대문구 한천로 58길 107,,37.601301,127.071204,이화교삼거리,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1546,F8554,서울특별시,동작구,특별시도,,여의대방로,2.0,서울특별시 동작구 여의대방로 24,,37.494368,126.911109,현대아파트 104동 앞,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1547,F8555,서울특별시,마포구,일반국도,6번,신촌로,2.0,서울특별시 마포구 신촌로,서울특별시 마포구 아현동 267-9,37.557192,126.956448,굴레방다리교차로,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1548,F8556,서울특별시,동대문구,특별시도,,고산자로,1.0,서울특별시 동대문구 고산자로,서울특별시 동대문구 용두동 47-1,37.571167,127.008972,경동시장 교차로,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1549,F8557,서울특별시,송파구,특별시도,,위례성대로,1.0,서울특별시 송파구 위례성대로,서울특별시 송파구 방이동 181-8,37.512247,127.127558,올림픽공원교차로,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1550,F8558,서울특별시,강남구,특별시도,,역삼로,1.0,서울특별시 강남구 역삼로 314,,37.499876,127.049146,도성초교 건너편,2,40,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1551,F8559,서울특별시,양천구,특별시도,,신정로,2.0,서울특별시 양천구 신정로 170,,37.508396,126.84106,신정현대6차아파트 앞,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1552,F8560,서울특별시,은평구,특별시도,,서오릉로,2.0,서울특별시 은평구 서오릉로 139,,37.61124,126.917497,구산역교차로,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1553,F8561,서울특별시,종로구,일반국도,6번,새문안로,1.0,서울특별시 종로구 새문안로 55,,37.569954,126.971158,서울역사박물관 앞,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1554,F8562,서울특별시,중랑구,일반국도,47번,경춘북로,2.0,서울특별시 중랑구 경춘북로,서울특별시 중랑구 신내동 270-1,37.619434,127.104517,중랑경찰서 후문,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1555,F8563,서울특별시,도봉구,특별시도,,해등로,2.0,서울특별시 도봉구 해등로 295,,37.657396,127.022962,우성2차 201동앞,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1556,F8564,서울특별시,노원구,일반국도,3번,동일로,1.0,서울특별시 노원구 동일로 1449,,37.661474,127.058807,온수골사거리,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1557,F8565,서울특별시,서대문구,일반국도,48번,성산로,1.0,서울특별시 서대문구 성산로,서울특별시 서대문구 창천동 산 4-7,37.560424,126.93461,연세대공학원앞,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1558,F8694,서울특별시,중구,특별시도,,장충단로,1.0,서울특별시 중구 장충단로 263,,37.567955,127.009392,두산타워 건너편,2,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1559,F8695,서울특별시,송파구,특별시도,,중대로,1.0,서울특별시 송파구 중대로,서울특별시 송파구 오금동 89,37.507481,127.133137,백토공원사거리,2,50,,,99.0,2017.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1560,F9093,서울특별시,관악구,특별시도,,난곡로,1.0,서울특별시 관악구 난곡로,서울특별시 관악구 신림동 637-15,37.470062,126.920132,우림시장앞,2,30,,,2.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1561,F9094,서울특별시,관악구,특별시도,,호암로,1.0,서울특별시 관악구 호암로,서울특별시 관악구 신림동 산 102-13,37.459187,126.922685,관악산 휴먼시아아파트 앞,2,40,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1562,F9095,서울특별시,관악구,특별시도,,관악로,1.0,서울특별시 관악구 관악로,서울특별시 관악구 봉천동 1596-8,37.475738,126.952838,청룡초등학교입구,2,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1563,F8537,서울특별시,서초구,고속국도,1번,경부고속도로,2.0,서울특별시 서초구 경부고속도로,서울특별시 서초구 서초동 1370,37.497586,127.020537,서초레미안아파트앞,1,80,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1564,F8538,서울특별시,서초구,고속국도,1번,경부고속도로,1.0,서울특별시 서초구 경부고속도로,서울특별시 서초구 서초동 1370,37.500455,127.019808,서초래미안스위트아파트앞,1,80,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1566,F8539,서울특별시,서초구,고속국도,1번,경부고속도로,1.0,서울특별시 서초구 경부고속도로,서울특별시 서초구 원지동 96-4,37.457765,127.045884,양재대로 진출램프,1,40,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1567,F8540,서울특별시,금천구,특별시도,,남부순환로,2.0,서울특별시 금천구 남부순환로,서울특별시 금천구 가산동 121-58,37.481769,126.886556,까르뜨니트물류센터마리오앞,1,60,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1568,F8541,서울특별시,성동구,특별시도,,독서당로,1.0,서울특별시 성동구 독서당로 270,,37.546693,127.019293,금호대우@101동앞,1,40,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1569,F8542,서울특별시,용산구,특별시도,,양녕로,2.0,서울특별시 용산구 양녕로,서울특별시 용산구 이촌동 304-16,37.517526,126.958765,한강대교 노들섬,1,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1824,F7702,서울특별시,동대문구,특별시도,,고산자로,2.0,서울특별시 동대문구 고산자로,서울특별시 동대문구 용두동 47-1,37.578028,127.038192,경동시장 교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1825,F7703,서울특별시,관악구,특별시도,,호암로,1.0,서울특별시 관악구 호암로 467,,37.460033,126.931382,주영광교회 건너편,1,40,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1826,F7924,서울특별시,중구,특별시도,,동호로,1.0,서울특별시 중구 동호로,서울특별시 중구 신당동 373-26,37.553187,127.012181,약수역사거리200m전,1,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1827,F8143,서울특별시,광진구,특별시도,,뚝섬로,1.0,서울특별시 광진구 뚝섬로 553,,37.534411,127.071637,동자초교앞,2,30,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1828,F8144,서울특별시,서초구,특별시도,,잠원로,2.0,서울특별시 서초구 잠원로 127,,37.51306,127.006271,반포3동주민센터교차로,1,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1829,F8145,서울특별시,서초구,특별시도,,신반포로,1.0,서울특별시 서초구 신반포로 41,,37.501893,126.989491,구반포 세븐일레븐앞,2,50,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1830,F8146,서울특별시,서초구,특별시도,,헌릉로,2.0,서울특별시 서초구 헌릉로 177,,37.45696,127.059746,GS칼텍스 헌릉로주유소건너편,2,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1831,F8147,서울특별시,서초구,특별시도,,신반포로,2.0,서울특별시 서초구 신반포로 100,,37.503093,126.995453,신반포역사거리,2,50,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1832,F8148,서울특별시,강남구,특별시도,,봉은사로,2.0,서울특별시 강남구 봉은사로 105,,37.504825,127.025033,어반하이브빌딩앞,1,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1833,F8149,서울특별시,강남구,특별시도,,봉은사로,1.0,서울특별시 강남구 봉은사로,서울특별시 강남구 역삼동 800,37.504382,127.024887,교보타워사거리,2,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1834,F8152,서울특별시,중랑구,특별시도,,사가정로,1.0,서울특별시 중랑구 사가정로 393,,37.5807,127.088943,용마터널북단100m,1,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1835,F8181,서울특별시,강동구,특별시도,,양재대로,1.0,서울특별시 강동구 양재대로,서울특별시 강동구 고덕동 487-15,37.556583,127.144694,명덕초교앞,2,40,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1836,F8182,서울특별시,강동구,특별시도,,양재대로,2.0,서울특별시 강동구 양재대로,서울특별시 강동구 고덕동 469,37.556543,127.144544,강동롯데캐슬퍼스트@앞,2,40,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1837,F8261,서울특별시,동대문구,특별시도,,겸재로,1.0,서울특별시 동대문구 겸재로 21,,37.584401,127.069166,휘경공고앞,2,30,,,2.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1838,F8262,서울특별시,중랑구,특별시도,,겸재로,1.0,서울특별시 중랑구 겸재로 78,,37.58584,127.07689,?却ㅁ냠맘?,2,40,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1839,F8355,서울특별시,영등포구,특별시도,,영등포로,2.0,서울특별시 영등포구 영등포로 356,,37.51474,126.91783,서울대윤병원 앞,2,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1840,F8356,서울특별시,영등포구,특별시도,,여의동로,1.0,서울특별시 영등포구 여의동로,,37.52502,126.935227,여의도선착장삼거리,2,50,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1841,F8435,서울특별시,동대문구,특별시도,,장안벚꽃로,1.0,서울특별시 동대문구 장안벚꽃로,,37.583784,127.073216,동대문장애인복지관건너편,2,40,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1842,F8436,서울특별시,동대문구,특별시도,,장안벚꽃로,1.0,서울특별시 동대문구 장안벚꽃로,,37.583759,127.073227,겸재교진입램프,2,30,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1843,F8437,서울특별시,강서구,특별시도,,방화대로,1.0,서울특별시 강서구 방화대로 산 116-9,,37.582501,126.81832,방화터널 북단출구,1,40,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1844,F8438,서울특별시,강서구,특별시도,,방화대로,1.0,서울특별시 강서구 방화대로,서울특별시 강서구 방화동 835-1,37.576323,126.816998,강서공고 건너편,2,50,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1845,F8439,서울특별시,강서구,특별시도,,방화대로,2.0,서울특별시 강서구 방화대로,서울특별시 강서구 방화동 834-3,37.575932,126.816538,강서공고앞,2,50,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1846,F8440,서울특별시,중랑구,특별시도,,북부간선도로,1.0,서울특별시 중랑구 북부간선도로,서울특별시 중랑구 묵동 27,37.6192,127.089147,묵동IC 진출램프,1,50,,,99.0,2016.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1847,F8441,서울특별시,서초구,특별시도,,서초대로,1.0,서울특별시 서초구 서초대로 41,,37.486132,126.986972,현대자동차 앞,1,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1848,F8442,서울특별시,서초구,특별시도,,동작대로,1.0,서울특별시 서초구 동작대로,서울특별시 서초구 방배동 2298,37.485785,126.982442,이수역교차로,2,50,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1849,F8443,서울특별시,서초구,특별시도,,방배로,1.0,서울특별시 서초구 방배로 58,,37.479994,126.998838,현대맴피스@ 건너편,2,60,,,99.0,2015.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1850,F7675,서울특별시,동대문구,특별시도,,천호대로,1.0,서울특별시 동대문구 천호대로 453,,37.56108,127.069021,스피드주유소앞,1,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1851,F7676,서울특별시,용산구,고속국도,70번,강변북로,2.0,서울특별시 용산구 강변북로,서울특별시 동작구 본동 477-1,37.526411,126.953058,구리방향 한강철교 300m 전,1,80,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1852,F7677,서울특별시,광진구,고속국도,70번,강변북로,1.0,서울특별시 광진구 강변북로,서울특별시 광진구 광장동 557,37.545758,127.109504,구리방향 광진교밑,1,80,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1853,F7678,서울특별시,중랑구,고속국도,61번,동부간선도로,1.0,서울특별시 중랑구 동부간선도로,서울특별시 중랑구 묵동 354-14,37.612967,127.072476,월릉교300m전,1,80,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1854,F7679,서울특별시,서초구,일반국도,47번,중앙로,2.0,서울특별시 서초구 중앙로,서울특별시 서초구 우면동 650-23,37.457479,127.012764,식유촌마을앞,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1855,F7680,서울특별시,서초구,특별시도,,과천대로,1.0,서울특별시 서초구 과천대로,서울특별시 서초구 방배동 2977-1,37.46601,126.988126,남태령전원마을입구,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1856,F7681,서울특별시,강동구,특별시도,,양재대로,2.0,서울특별시 강동구 양재대로,서울특별시 강동구 성내동 450-39,37.528631,127.136458,둔촌동역교차로,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1857,F7682,서울특별시,강남구,특별시도,,선릉로,2.0,서울특별시 강남구 선릉로,서울특별시 강남구 역삼동 755-10,37.500335,127.050793,도성초교 교차로,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1858,F7683,서울특별시,강남구,특별시도,,도산대로,1.0,서울특별시 강남구 도산대로,서울특별시 강남구 신사동 501-5,37.52325,127.038949,학동사거리,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1859,F7684,서울특별시,금천구,특별시도,,디지털로,1.0,서울특별시 금천구 디지털로,서울특별시 금천구 가산동 60-35,37.477865,126.888143,가산로데오거리,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1860,F7685,서울특별시,관악구,특별시도,,보라매로,2.0,서울특별시 관악구 보라매로,서울특별시 관악구 봉천동 727-8,37.4922,126.926732,SKT보라매사옥앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1861,F7686,서울특별시,영등포구,특별시도,,영중로,2.0,서울특별시 영등포구 영중로,서울특별시 영등포구 영등포동3가 31,37.519682,126.904892,영등포시장 교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1862,F7687,서울특별시,양천구,특별시도,,목동동로,1.0,서울특별시 양천구 목동동로,서울특별시 양천구 신정동 88-7,37.520972,126.870761,목동중교앞교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1863,F7688,서울특별시,영등포구,일반국도,46번,경인로,1.0,서울특별시 영등포구 경인로,서울특별시 영등포구 영등포동3가 33,37.516492,126.907133,영등포역 교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1864,F7689,서울특별시,강서구,특별시도,,강서로,1.0,서울특별시 강서구 강서로,서울특별시 강서구 화곡동 662-6,37.53075,126.847519,화곡사거리,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1865,F7690,서울특별시,구로구,특별시도,,서해안로,1.0,서울특별시 구로구 서해안로,서울특별시 구로구 오류동 218-4,37.488788,126.836463,광덕사거리,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1866,F7691,서울특별시,강북구,특별시도,,솔샘로,2.0,서울특별시 강북구 솔샘로 184,,37.620091,127.012211,솔샘문화정보센터 건너편,2,30,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1867,F7692,서울특별시,도봉구,일반국도,3번,도봉로,2.0,서울특별시 도봉구 도봉로,서울특별시 도봉구 도봉동 637-28,37.680497,127.045268,도봉역교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1868,F7693,서울특별시,노원구,특별시도,,덕릉로,1.0,서울특별시 노원구 덕릉로,서울특별시 노원구 중계동 370,37.657863,127.075237,삿갓봉근린공원교차로,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1869,F7694,서울특별시,광진구,특별시도,,능동로,2.0,서울특별시 광진구 능동로,서울특별시 광진구 능동 18-47,37.548951,127.075067,세종대학교정문앞,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1870,F7695,서울특별시,중랑구,일반국도,6번,망우로,1.0,서울특별시 중랑구 망우로,서울특별시 중랑구 망우동 534-5,37.599931,127.100267,망우사거리,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1871,F7696,서울특별시,성동구,특별시도,,뚝섬로,1.0,서울특별시 성동구 뚝섬로,서울특별시 성동구 옥수동 168-1,37.541636,127.019615,옥수역삼거리,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1872,F7697,서울특별시,중구,특별시도,,퇴계로,2.0,서울특별시 중구 퇴계로,서울특별시 중구 충무로5가 52-26,37.562142,126.998606,퇴계로4가교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1873,F7698,서울특별시,종로구,일반국도,6번,종로,2.0,서울특별시 종로구 종로,서울특별시 종로구 종로1가 82,37.570041,126.979355,종로구청입구교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1874,F7699,서울특별시,종로구,특별시도,,창경궁로,1.0,서울특별시 종로구 창경궁로,서울특별시 종로구 혜화동 56,37.585872,127.001741,혜화동로터리,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1875,F7700,서울특별시,은평구,일반국도,1번,통일로,1.0,서울특별시 은평구 통일로,서울특별시 은평구 진관동 234-27,37.630761,126.919493,박석고개교차로,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1876,F7701,서울특별시,서대문구,특별시도,,통일로,2.0,서울특별시 서대문구 통일로,서울특별시 서대문구 홍은동 217-27,37.591299,126.941402,홍은사거리,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1877,F7310,서울특별시,중구,특별시도,,세종대로,2.0,서울특별시 중구 세종대로 99,,37.564746,126.976791,대한문앞,2,50,,,99.0,2013.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1878,F7311,서울특별시,성북구,특별시도,,안암로,1.0,서울특별시 성북구 안암로 80,,37.582563,127.029616,안암오거리,2,60,,,99.0,2013.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1879,F7312,서울특별시,은평구,특별시도,,통일로,2.0,서울특별시 은평구 통일로 793,,37.614568,126.926101,동명여고,2,50,,,99.0,2013.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1880,F7450,서울특별시,서초구,특별시도,,태봉로,1.0,서울특별시 서초구 태봉로,서울특별시 서초구 우면동 718,37.462802,127.023263,서초네이처힐504동앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1881,F7451,서울특별시,서초구,특별시도,,태봉로,2.0,서울특별시 서초구 태봉로,서울특별시 서초구 우면동 714,37.464884,127.025194,영동중학교앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1882,F7452,서울특별시,서초구,특별시도,,동작대로,1.0,서울특별시 서초구 동작대로 168,,37.491044,126.982928,경문고교 4R,2,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1883,F7453,서울특별시,서초구,특별시도,,헌릉로,1.0,서울특별시 서초구 헌릉로 25,,37.463249,127.045991,청계산입구삼거리,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1884,F7454,서울특별시,광진구,특별시도,,구의강변로,1.0,서울특별시 광진구 구의강변로 84,,37.537423,127.093366,세양@앞,2,30,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1885,F7536,서울특별시,성북구,특별시도,,삼양로,2.0,서울특별시 성북구 삼양로 75,,37.609888,127.022593,미아초교앞,2,50,,,2.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1886,F7537,서울특별시,구로구,특별시도,,안양천로,2.0,서울특별시 구로구 안양천로,서울특별시 구로구 고척동 60-17,37.504614,126.870686,구로제니스스포츠클럽앞,2,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1887,F7669,서울특별시,강동구,고속국도,88번,올림픽대로,2.0,서울특별시 강동구 올림픽대로,서울특별시 강동구 암사동 614-2,37.554574,127.124103,김포방향 광진교 1Km전,1,80,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1888,F7670,서울특별시,금천구,일반국도,1번,시흥대로,2.0,서울특별시 금천구 시흥대로,서울특별시 금천구 시흥동 999-16,37.455456,126.900058,시흥사거리 100M전,1,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1889,F7671,서울특별시,강서구,일반국도,6번,공항대로,2.0,서울특별시 강서구 공항대로,서울특별시 양천구 목동 600-1,37.548558,126.869018,양동중학교 앞,1,50,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
1890,F7672,서울특별시,성북구,특별시도,,화랑로,1.0,서울특별시 성북구 화랑로 192,,37.607974,127.051869,맑음샘광천교회 앞,1,60,,,99.0,2014.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
