,Unnamed: 0,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,전화번호,경도,위도,상권번호,데이터기준일자
8794,57792,24820112,킹버드영어교습소,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168072000,일원본동,1168011500,수서동,1168011500107460000,1,대지,746,,서울특별시 강남구 수서동 746,116804166071,서울특별시 강남구 광평로19길,10,,1168011500107460000001683,까치마을아파트,서울특별시 강남구 광평로19길 10,135520,6354.0,,1,,02-451-0550,127.086697670142,37.4854914280937,,2017-10-30
8795,57806,24679899,서초아카데미학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11650,서초구,1165053100,서초4동,1165010800,서초동,1165010800116870002,1,대지,1687,2.0,서울특별시 서초구 서초동 1687-2,116504163710,서울특별시 서초구 서초중앙로24길,55,,1165010800116870002020038,중앙서초플라자,서울특별시 서초구 서초중앙로24길 55,137070,6603.0,,2,,02-533-2364,127.019370395431,37.4960978429433,,2017-08-30
8814,57937,25296878,주부전문어학원,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11650,서초구,1165058000,반포3동,1165010600,잠원동,1165010600100750013,1,대지,75,13.0,서울특별시 서초구 잠원동 75-13,116503121017,서울특별시 서초구 신반포로,165,,1165010600100750014017573,반포쇼핑타운,서울특별시 서초구 신반포로 165,137909,6512.0,,5,,02-533-7332,127.00215460181002,37.5057120824899,1940.0,2016-11-23
8820,57962,24892349,휴앤아이원룸텔,,R,학문/교육,R10,도서관/독서실,R10A01,독서실,R90212,독서실 운영업,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100107510005,1,대지,751,5.0,서울특별시 강남구 역삼동 751-5,116804166631,서울특별시 강남구 역삼로11길,16,,1168010100107510005025238,,서울특별시 강남구 역삼로11길 16,135080,6244.0,1,,,02-553-6969,127.035003839301,37.494874998522704,,2016-01-26
8832,58031,25474518,메카학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11650,서초구,1165055000,반포본동,1165010700,반포동,1165010700109780000,1,대지,978,,서울특별시 서초구 반포동 978,116503121017,서울특별시 서초구 신반포로,50,,1165010700109780000018836,구반포상가,서울특별시 서초구 신반포로 50,137040,6548.0,,3,,02-533-7379,126.99012804604601,37.5017804053017,,2017-09-09
8833,58042,27838623,삐아제어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,11,서울특별시,11680,강남구,1168075000,수서동,1168011500,수서동,1168011500107360000,1,대지,736,,서울특별시 강남구 수서동 736,116804166080,서울특별시 강남구 광평로47길,17,,1168011500107360000001470,신동아아파트,서울특별시 강남구 광평로47길 17,135782,6352.0,,,,,127.098168333459,37.4879042816008,,2016-01-28
8835,58071,24491869,한국행복평생교육원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106940034,1,대지,694,34.0,서울특별시 강남구 역삼동 694-34,116803122006,서울특별시 강남구 선릉로,547,,1168010100106940034021498,역선빌딩,서울특별시 강남구 선릉로 547,135080,6149.0,1,1,,02-562-0760,127.045743778553,37.5075860345156,1943.0,2016-01-26
8853,58149,24919537,아트리미술교습소,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,일반 교과 학원,11,서울특별시,11650,서초구,1165062100,방배4동,1165010100,방배동,1165010100108150003,1,대지,815,3.0,서울특별시 서초구 방배동 815-3,116504163268,서울특별시 서초구 방배로33길,15,,1165010100108150003000001,,서울특별시 서초구 방배로33길 15,137060,6562.0,,,201,02-523-0687,126.989901248653,37.4917497497744,,2016-01-27
8867,58273,25835174,커피문화원바리스타학원,강남지점,R,학문/교육,R07,학원-예능취미체육,R07A10,학원-요리,P85659,기타 기술 및 직업훈련학원,11,서울특별시,11680,강남구,1168053100,논현2동,1168010800,논현동,1168010800101120000,1,대지,112,,서울특별시 강남구 논현동 112,116804166803,서울특별시 강남구 학동로47길,16,,1168010800101120000005793,,서울특별시 강남구 학동로47길 16,135010,6059.0,,4,,02-511-1352,127.03868056305299,37.517701659281,1991.0,2017-09-27
8880,58350,20861515,모짜르트아트홀,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600109900002,1,대지,990,2.0,서울특별시 강남구 대치동 990-2,116803122012,서울특별시 강남구 도곡로,522,,1168010600109900002013776,삼현빌딩,서울특별시 강남구 도곡로 522,135280,6282.0,,1,,02-457-4304,127.06355794086299,37.499456903548605,1897.0,2017-08-23
8881,58361,25899646,수학돼지,,R,학문/교육,R07,학원-예능취미체육,R07A11,학원-주산암산부기속셈,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11650,서초구,1165055000,반포본동,1165010700,반포동,1165010700109380000,1,대지,938,,서울특별시 서초구 반포동 938,116503121017,서울특별시 서초구 신반포로,49,,1165010700111660000018785,구반포상가,서울특별시 서초구 신반포로 49,137040,6502.0,,3,,02-3482-0102,126.99004366808701,37.5021671362414,,2020-12-24
8901,58452,25543276,울림음악,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,11,서울특별시,11680,강남구,1168074000,일원2동,1168010300,개포동,1168010300100120000,1,대지,12,,서울특별시 강남구 개포동 12,116804166040,서울특별시 강남구 개포로109길,5,,1168010300100120000019081,대치아파트,서울특별시 강남구 개포로109길 5,135940,6335.0,,3,,,127.074570940583,37.4923262121816,,2017-08-17
8906,58489,25891972,영독어학원,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168067000,개포2동,1168010300,개포동,1168010300101720011,1,대지,172,11.0,서울특별시 강남구 개포동 172-11,116803122006,서울특별시 강남구 선릉로,50,,1168010300101720011019426,경빌딩,서울특별시 강남구 선릉로 50,135240,6325.0,,5,,02-578-6589,127.059525073144,37.4837554609109,,2017-01-23
8909,58515,20026096,이행숙미용학원,,R,학문/교육,R03,학원-자격/국가고시,R03A12,학원-미용,P85659,기타 기술 및 직업훈련학원,11,서울특별시,11680,강남구,1168052100,논현1동,1168010800,논현동,1168010800101420001,1,대지,142,1.0,서울특별시 강남구 논현동 142-1,116802102001,서울특별시 강남구 강남대로,540,,1168010800101420001008097,향산빌딩,서울특별시 강남구 강남대로 540,135010,6110.0,,4,,02-547-1515,127.02222643693001,37.5103671807555,,2017-09-09
8914,58545,25885227,CMS에듀케이션,압구정본원,R,학문/교육,R09,학원기타,R09A11,학원-기타,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11680,강남구,1168051000,신사동,1168010700,신사동,1168010700105770000,1,대지,577,,서울특별시 강남구 신사동 577,116804166161,서울특별시 강남구 논현로175길,25,,1168010700105770000010161,다보빌딩,서울특별시 강남구 논현로175길 25,135891,6030.0,,5,,02-3445-1288,127.026634390165,37.52543313718729,2045.0,2017-08-29
8915,58554,24747117,씨이에스학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11680,강남구,1168067000,개포2동,1168010300,개포동,1168010300101710000,1,대지,171,,서울특별시 강남구 개포동 171,116804166479,서울특별시 강남구 선릉로16길,6,,1168010300101710000019417,,서울특별시 강남구 선릉로16길 6,135240,6325.0,,2,,02-575-3126,127.06007861691201,37.483795908305204,,2017-10-30
8932,58643,20394562,리얼매스,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600109130012,1,대지,913,12.0,서울특별시 강남구 대치동 913-12,116803122005,서울특별시 강남구 삼성로,343,,1168010600109130012012941,대치빌딩,서울특별시 강남구 삼성로 343,135280,6202.0,,,2,02-566-4555,127.05880864007601,37.502104309047,,2016-01-26
8940,58695,25711747,KSH뷰티에듀센터,,R,학문/교육,R03,학원-자격/국가고시,R03A12,학원-미용,P85659,기타 기술 및 직업훈련학원,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800114430016,1,대지,1443,16.0,서울특별시 서초구 서초동 1443-16,116504163079,서울특별시 서초구 남부순환로339길,65,,1165010800114430016024138,태극빌딩,서울특별시 서초구 남부순환로339길 65,137070,6721.0,,5,,02-533-9264,127.021189054594,37.4858589109463,1825.0,2018-08-21
8954,58765,20778868,매정서당,,R,학문/교육,R07,학원-예능취미체육,R07A19,학원-서당,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11680,강남구,1168056500,청담동,1168010400,청담동,1168010400101320015,1,대지,132,15.0,서울특별시 강남구 청담동 132-15,116804166770,서울특별시 강남구 학동로101길,19,,1168010400101320015018557,,서울특별시 강남구 학동로101길 19,135957,6075.0,,3,,02-542-7450,127.057217344807,37.521617484606,2035.0,2016-01-27
8960,58805,28326724,서초구립리본타워2단지어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,11,서울특별시,11650,서초구,1165065200,양재2동,1165010200,양재동,1165010200102120000,1,대지,212,,서울특별시 서초구 양재동 212,116504163176,서울특별시 서초구 매헌로16길,40,,1165010200102120000003908,양재리본타워2단지,서울특별시 서초구 매헌로16길 40,137130,6770.0,,1,,,127.03615762258998,37.4649242231522,1757.0,2017-10-28
8981,58935,16676740,칸수학,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11680,강남구,1168070000,세곡동,1168011100,세곡동,1168011100105330000,1,대지,533,,서울특별시 강남구 세곡동 533,116803122014,서울특별시 강남구 자곡로,21,,1168011100104610003000001,세곡푸르지오,서울특별시 강남구 자곡로 21,135190,6375.0,204,,802,,127.092215086111,37.4677830143452,,2020-10-09
8989,58963,24758560,송영지음악학원,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,일반 교과 학원,11,서울특별시,11680,강남구,1168056500,청담동,1168010400,청담동,1168010400101340021,1,대지,134,21.0,서울특별시 강남구 청담동 134-21,116803122011,서울특별시 강남구 학동로,609,,1168010400101340018018140,청담삼익아파트,서울특별시 강남구 학동로 609,135958,6077.0,,,204,02-544-4349,127.059227211866,37.522822902217,,2016-01-26
8990,58972,24385389,프리셀영어학원,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11650,서초구,1165058100,반포4동,1165010700,반포동,1165058100100490010,1,대지,49,10.0,서울특별시 서초구 반포동 49-10,116504163721,서울특별시 서초구 서초중앙로31길,14,11.0,1165010700100490010016663,,서울특별시 서초구 서초중앙로31길 14-11,137040,6593.0,,4,,02-532-1936,127.010412597839,37.500465339921,,2016-05-24
9009,59095,23213360,함께크는어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,11,서울특별시,11650,서초구,1165065100,양재1동,1165010300,우면동,1165010300100280007,1,대지,28,7.0,서울특별시 서초구 우면동 28-7,116504163197,서울특별시 서초구 바우뫼로11안길,12,,1165010300100280007005924,,서울특별시 서초구 바우뫼로11안길 12,137900,6762.0,,1,,,127.026733846151,37.473334961503205,,2017-10-30
9038,59266,25866905,지스터디,대치점,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600109870014,1,대지,987,14.0,서울특별시 강남구 대치동 987-14,116803122012,서울특별시 강남구 도곡로,515,,1168010600109870014013648,한도산업사옥,서울특별시 강남구 도곡로 515,135280,6190.0,,,,02-539-5552,127.062660635268,37.4997651570964,1905.0,2019-01-22
9043,59295,25782985,화랑도,,R,학문/교육,R09,학원기타,R09A11,학원-기타,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11680,강남구,1168063000,대치4동,1168010600,대치동,1168010600108970013,1,대지,897,13.0,서울특별시 강남구 대치동 897-13,116804166495,서울특별시 강남구 선릉로86길,10,,1168010600108970013012679,,서울특별시 강남구 선릉로86길 10,135280,6198.0,,5,,02-557-7122,127.05067639512698,37.5030303963213,1932.0,2017-10-24
9053,59353,11798803,SBS아카데미게임학원,,R,학문/교육,R06,학원-컴퓨터,R06A01,컴퓨터학원,P85691,컴퓨터 학원,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100108220004,1,대지,822,4.0,서울특별시 강남구 역삼동 822-4,116803122010,서울특별시 강남구 테헤란로,109,,1168010100108220004023978,강남제일빌딩,서울특별시 강남구 테헤란로 109,135080,6134.0,,8,,02-1588-0376,127.028970436915,37.4988172355936,,2017-09-16
9055,59361,24482224,뮤직기타음악교습소,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,11,서울특별시,11680,강남구,1168056500,청담동,1168010400,청담동,1168010400101270031,1,대지,127,31.0,서울특별시 강남구 청담동 127-31,116804166255,서울특별시 강남구 도산대로101길,29,,1168010400101270031000001,청담현대3차아파트,서울특별시 강남구 도산대로101길 29,135957,6013.0,,,2,070-4209-7818,127.052963335816,37.5270167999001,,2020-12-21
9067,59450,25428012,애니스타미술,,R,학문/교육,R05,학원-음악미술무용,R05A01,서예/서화/미술,P85620,예술 학원,11,서울특별시,11650,서초구,1165060000,방배1동,1165010100,방배동,1165010100109080008,1,대지,908,8.0,서울특별시 서초구 방배동 908-8,116503121010,서울특별시 서초구 방배로,88,,1165010100109080008015098,,서울특별시 서초구 방배로 88,137060,6665.0,,3,,02-588-2855,126.99735475700199,37.4823431592718,1827.0,2016-01-26
9079,59538,11799965,예진무용학원,,R,학문/교육,R05,학원-음악미술무용,R05A05,학원-무용,P85620,예술 학원,11,서울특별시,11680,강남구,1168051000,신사동,1168010700,신사동,1168010700105480004,1,대지,548,4.0,서울특별시 강남구 신사동 548-4,116804166509,서울특별시 강남구 압구정로14길,6,,1168010700105480004010466,,서울특별시 강남구 압구정로14길 6,135890,6029.0,,4,403,02-515-9416,127.022955748209,37.5238349327313,2045.0,2017-08-29
9081,59562,25020557,마루국어논술학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11650,서초구,1165056000,반포1동,1165010700,반포동,1165010700100200045,1,대지,20,45.0,서울특별시 서초구 반포동 20-45,116503121019,서울특별시 서초구 잠원로,24,,1165010700100200001000007,반포자이플라자,서울특별시 서초구 잠원로 24,137040,6544.0,1,,503,02-537-5397,127.00986114705499,37.507110490668104,1940.0,2016-01-27
9099,59705,16678095,학원,배블영어,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11650,서초구,1165053100,서초4동,1165010800,서초동,1165010800116860002,1,대지,1686,2.0,서울특별시 서초구 서초동 1686-2,116504163425,서울특별시 서초구 서초대로65길,13,18.0,1165010800116860002020018,,서울특별시 서초구 서초대로65길 13-18,137882,6603.0,,4,,,127.018450799405,37.4972345452597,,2020-10-08
9100,59706,16685716,스텐드업화상영어,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168058000,삼성1동,1168010500,삼성동,1168010500101070000,1,대지,107,,서울특별시 강남구 삼성동 107,116802122002,서울특별시 강남구 영동대로,602,,1168010500101070010027830,삼성동미켈란107,서울특별시 강남구 영동대로 602,135873,6083.0,107,6,228,,127.060688099709,37.5145808720792,,2020-10-08
9101,59713,28206966,그림어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,11,서울특별시,11680,강남구,1168067000,개포2동,1168010300,개포동,1168010300101890000,1,대지,189,,서울특별시 강남구 개포동 189,116803122005,서울특별시 강남구 삼성로,14,,1168010300101890000019825,주공아파트,서울특별시 강남구 삼성로 14,135772,6331.0,,1,,,127.06983507107799,37.4839271865014,,2017-09-30
9139,59922,24748377,아트제이미술교습소,,R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,일반 교과 학원,11,서울특별시,11680,강남구,1168065600,도곡2동,1168011800,도곡동,1168011800105270003,1,대지,527,3.0,서울특별시 강남구 도곡동 527-3,116803122006,서울특별시 강남구 선릉로,225,,1168011800105270003000001,도곡렉슬아파트,서울특별시 강남구 선릉로 225,135270,6276.0,405,,2,02-577-1547,127.05270730979099,37.4953606864046,,2016-01-27
9168,60076,16720597,위메이크스카이교습소,,R,학문/교육,R09,학원기타,R09A11,학원-기타,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11680,강남구,1168067000,개포2동,1168010300,개포동,1168010300101860015,1,대지,186,15.0,서울특별시 강남구 개포동 186-15,116803122001,서울특별시 강남구 개포로,508,,1168010300101860015019903,소망빌딩,서울특별시 강남구 개포로 508,135994,6329.0,6,602,,,127.06793744552799,37.4892284833684,,2020-10-09
9189,60266,16683552,수지발레앤핏,,R,학문/교육,R05,학원-음악미술무용,R05A05,학원-무용,P85620,예술 학원,11,서울특별시,11650,서초구,1165052000,서초2동,1165010800,서초동,1165010800113380020,1,대지,1338,20.0,서울특별시 서초구 서초동 1338-20,116502102001,서울특별시 서초구 강남대로,305,,1165010800113380020023228,현대렉시온,서울특별시 서초구 강남대로 305,137860,6628.0,,2,226,,127.03076749095699,37.490154825093704,,2020-10-09
9238,60624,21916840,우림독서실,,R,학문/교육,R10,도서관/독서실,R10A01,독서실,R90212,독서실 운영업,11,서울특별시,11680,강남구,1168072000,일원본동,1168011400,일원동,1168011400107220000,1,대지,722,,서울특별시 강남구 일원동 722,116803122002,서울특별시 강남구 광평로,63,,1168011400107220000003000,,서울특별시 강남구 광평로 63,135230,6350.0,,5,,02-3411-1711,127.079606386624,37.4828503531838,,2017-10-30
9272,60877,25429764,버틀러어학원,압구정원,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106360002,1,대지,636,2.0,서울특별시 강남구 신사동 636-2,116803005086,서울특별시 강남구 언주로,866,,1168010700106360002009773,방우빌딩,서울특별시 강남구 언주로 866,135896,6017.0,,2,,02-547-7275,127.033903466455,37.5276102943903,2054.0,2017-08-27
9274,60906,25542228,종로학원,서초직영관,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11650,서초구,1165051000,서초1동,1165010800,서초동,1165010800116670004,1,대지,1667,4.0,서울특별시 서초구 서초동 1667-4,116504163420,서울특별시 서초구 서초대로56길,27,,1165010800116670004024617,,서울특별시 서초구 서초대로56길 27,137070,6633.0,,2,,02-597-1881,127.017517646418,37.4933612626221,1881.0,2019-01-23
9278,60942,24519130,빅토리아잉글리쉬,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11650,서초구,1165060000,방배1동,1165010100,방배동,1165010100109220017,1,대지,922,17.0,서울특별시 서초구 방배동 922-17,116504163630,서울특별시 서초구 효령로29길,39,,1165010100109220017015295,전일빌딩,서울특별시 서초구 효령로29길 39,137060,6683.0,1,1,,02-6326-5509,126.994675409492,37.4831583721716,1827.0,2017-10-02
9288,61037,23934672,이든음악학원,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,11,서울특별시,11650,서초구,1165065100,양재1동,1165010200,양재동,1165010200101380004,1,대지,138,4.0,서울특별시 서초구 양재동 138-4,116503121009,서울특별시 서초구 바우뫼로,101,,1165010200101380004005872,,서울특별시 서초구 바우뫼로 101,137130,6751.0,,2,,02-573-5376,127.032184476162,37.4749836176531,,2017-01-23
9305,61120,28121159,센티움영어학원,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168054500,압구정동,1168010700,신사동,1168010700106200001,1,대지,620,1.0,서울특별시 강남구 신사동 620-1,116804166520,서울특별시 강남구 압구정로36길,12,,1168010700106200001027298,메디컬뱅크,서울특별시 강남구 압구정로36길 12,135894,6023.0,,2,,02-516-9094,127.03131219369101,37.527643131377,2053.0,2017-09-09
9315,61187,11799586,음악의집,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,11,서울특별시,11680,강남구,1168067000,개포2동,1168010300,개포동,1168010300101680011,1,대지,168,11.0,서울특별시 강남구 개포동 168-11,116803122006,서울특별시 강남구 선릉로,48,,1168010300101680011019449,,서울특별시 강남구 선릉로 48,135240,6325.0,,1,,,127.059719307989,37.4835948161801,,2017-10-30
9320,61228,23274305,소믈리에아카데미닷컴,,R,학문/교육,R02,학원-창업취업취미,R02A31,학원-칵테일,P85659,기타 기술 및 직업훈련학원,11,서울특별시,11680,강남구,1168075000,수서동,1168011500,수서동,1168011500107240000,1,대지,724,,서울특별시 강남구 수서동 724,116803122002,서울특별시 강남구 광평로,280,,1168011500107240000001486,로즈데일오피스텔,서울특별시 강남구 광평로 280,135744,6367.0,,5,,02-553-3467,127.10309432439101,37.487311037413605,1848.0,2017-10-30
9323,61250,16707014,이화림스피아노음악교습소,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,11,서울특별시,11680,강남구,1168065500,도곡1동,1168011800,도곡동,1168011800105440000,1,대지,544,,서울특별시 강남구 도곡동 544,116803122012,서울특별시 강남구 도곡로,184,,1168011800105440000000001,신호빌딩,서울특별시 강남구 도곡로 184,135857,6261.0,,2,205,,127.039726034068,37.4917237370921,,2020-10-10
9327,61276,28106924,도담어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,11,서울특별시,11650,서초구,1165065100,양재1동,1165010300,우면동,1165010300107200000,1,대지,720,,서울특별시 서초구 우면동 720,116504163582,서울특별시 서초구 태봉로2길,65,,1165010300101480003000001,서초네이처힐4단지,서울특별시 서초구 태봉로2길 65,137140,6764.0,,,,02-3461-1400,127.025768134762,37.4641181756655,,2017-10-02
9331,61316,23269887,예쁜어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,11,서울특별시,11650,서초구,1165058100,반포4동,1165010700,반포동,1165010700100450001,1,대지,45,1.0,서울특별시 서초구 반포동 45-1,116504163713,서울특별시 서초구 서초중앙로29길,16,8.0,1165010700100450001016730,대림빌라,서울특별시 서초구 서초중앙로29길 16-8,137040,6593.0,,,,,127.011002515674,37.499470110703605,,2016-01-28
9343,61380,21906616,백상국어논술학원,,R,학문/교육,R09,학원기타,R09A11,학원-기타,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11680,강남구,1168061000,대치2동,1168010600,대치동,1168010600109610013,1,대지,961,13.0,서울특별시 강남구 대치동 961-13,116803122005,서울특별시 강남구 삼성로,348,,1168010600109610013012788,,서울특별시 강남구 삼성로 348,135280,6186.0,,3,,02-568-2135,127.059140894154,37.5026656109985,,2017-08-25
9347,61404,11802917,중앙정보기술인재개발원,,R,학문/교육,R09,학원기타,R09A11,학원-기타,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100106490005,1,대지,649,5.0,서울특별시 강남구 역삼동 649-5,116804166759,서울특별시 강남구 테헤란로7길,7,,1168010100106490005023787,,서울특별시 강남구 테헤란로7길 7,135080,6134.0,,7,,02-561-1911,127.030452867698,37.4996223404371,1937.0,2017-09-16
9350,61450,16677095,강남앤하우스,,R,학문/교육,R10,도서관/독서실,R10A02,고시원,R90212,독서실 운영업,11,서울특별시,11650,서초구,1165056000,반포1동,1165010700,반포동,1165010700107450000,1,대지,745,,서울특별시 서초구 반포동 745,116502121001,서울특별시 서초구 사평대로,335,,1165010700107450000018539,금성빌딩,서울특별시 서초구 사평대로 335,137810,6543.0,,2,201,02-518-1121,127.019590893078,37.503452276668206,,2020-10-07
9360,61516,28173331,하나푸르니반포어린이집,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,보육시설 운영업,11,서울특별시,11650,서초구,1165058100,반포4동,1165010700,반포동,1165010700100530006,1,대지,53,6.0,서울특별시 서초구 반포동 53-6,116504163722,서울특별시 서초구 서초중앙로33길,10,,1165010700100530006000001,하나푸르니반포어린이집,서울특별시 서초구 서초중앙로33길 10,137040,6593.0,,,,,127.010729010667,37.5013420121225,,2016-01-28
9361,61522,24966334,윤선생세곡영어교습소,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168070000,세곡동,1168011100,세곡동,1168011100105150000,1,대지,515,,서울특별시 강남구 세곡동 515,116804166873,서울특별시 강남구 헌릉로570길,34,,1168011100101790000000001,리엔파크프라자,서울특별시 강남구 헌릉로570길 34,135190,6365.0,,,204,02-445-0594,127.103450978544,37.4631382056752,,2016-01-26
9362,61531,16706983,피아노개인과외교습소,,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,P85620,예술 학원,11,서울특별시,11680,강남구,1168070000,세곡동,1168011200,자곡동,1168011200106190000,1,대지,619,,서울특별시 강남구 자곡동 619,116804166878,서울특별시 강남구 자곡로3길,21,,1168011200106190000000001,LH강남힐스테이트,서울특별시 강남구 자곡로3길 21,135190,6374.0,501,,906,,127.08941167058998,37.47242895354229,,2020-10-09
9368,61547,16681661,공부방,서초네이처힐푸르넷,R,학문/교육,R09,학원기타,R09A11,학원-기타,P85699,그외 기타 분류안된 교육기관,11,서울특별시,11650,서초구,1165065100,양재1동,1165010300,우면동,1165010300107170000,1,대지,717,,서울특별시 서초구 우면동 717,116504163582,서울특별시 서초구 태봉로2길,60,,1165010300101450001000001,서초네이처힐3단지,서울특별시 서초구 태봉로2길 60,137131,6764.0,309,7,1,,127.028513938368,37.4642038556317,,2020-10-10
9369,61559,16728024,조아라엘셋,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168064000,역삼1동,1168010100,역삼동,1168010100107380039,1,대지,738,39.0,서울특별시 강남구 역삼동 738-39,116804166200,서울특별시 강남구 논현로81길,9,,1168010100107380039024191,,서울특별시 강남구 논현로81길 9,135924,6237.0,,,,02-552-2634,127.037338772365,37.4979846710083,1910.0,2020-09-08
9370,61561,16725638,피아이어학원,대치점,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11680,강남구,1168065000,역삼2동,1168010100,역삼동,1168010100107660025,1,대지,766,25.0,서울특별시 강남구 역삼동 766-25,116803122012,서울특별시 강남구 도곡로,319,,1168010100107660025024917,,서울특별시 강남구 도곡로 319,135927,6218.0,,,,02-501-7550,127.05081196018699,37.4958951177008,,2020-09-08
9375,61598,24678884,탑멘토학원,,R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,11,서울특별시,11680,강남구,1168066000,개포1동,1168010300,개포동,1168010300106520000,1,대지,652,,서울특별시 강남구 개포동 652,116803122001,서울특별시 강남구 개포로,307,,1168010300106520000019285,우성3차아파트,서울특별시 강남구 개포로 307,135807,6319.0,,2,,02-574-7611,127.056076822344,37.4846200104981,,2017-09-20
