,역이름,위도,경도,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원
0,가락시장역,37.493092048704,127.118258210622,24,0,5190,2945,12014,11440,29370,25848,33246,68790,23474,31727,21120,22838,21416,21726,21908,20012,22664,22552,24105,22575,26504,23175,28096,26846,36603,30173,57260,41967,23667,29910,18315,18776,19460,16022,16174,15926,2515,6834,10,1924,0,0,0,1,0,0
1,가산디지털단지역,37.4803887400743,126.882643680055,1906,8,15029,7644,16269,37461,35721,174238,38169,558438,26947,308086,25886,80858,31513,50822,38842,47295,44337,48347,50210,43870,61275,42732,88233,44227,248615,50733,445216,62037,187166,44944,99522,24689,88962,22123,56198,23174,9201,10184,130,1353,0,0,0,0,0,0
2,가양역,37.5614294894973,126.854402192224,40,0,13684,1597,23835,9154,70230,24679,71699,40946,38499,24723,27789,15452,26416,16763,27774,17376,26140,20819,23729,21621,24855,24686,28661,30071,34018,38226,41239,64997,19210,57544,13011,32931,11657,31205,8836,32950,1624,14411,1,455,0,0,0,0,0,0
3,가오리역,37.6416341556655,127.01676898865,1,1,2137,280,5962,1208,15932,2672,16258,5077,10288,3407,7177,4083,6346,3951,5997,4755,6104,5273,5298,5437,5090,6446,4975,8053,5233,8414,4169,12974,2792,12986,1944,7408,1523,6059,1213,5765,313,2641,1,3,0,0,0,0,0,0
4,가좌역,37.5687505576544,126.914810592109,0,0,2711,255,6836,3133,19966,3826,24336,8142,10476,7241,7582,5384,6863,5021,7527,5129,6611,7051,6430,6973,6519,7356,8179,9836,8024,11632,8390,17390,4895,13972,3480,7780,3055,5612,2616,6613,601,3908,3,309,0,0,0,0,0,0
5,강남구청역,37.5172008632289,127.041287183507,8,0,2319,2329,5879,17323,13890,48223,18347,162627,15993,136429,15971,54003,18704,35531,21949,32287,25391,34342,30541,29456,36818,27664,44310,28133,68935,32764,135756,40317,77117,24792,45361,14116,47057,11616,41475,11535,5963,4919,31,720,0,0,0,0,0,0
6,강남역,37.4980854411503,127.027977657727,85,6,5464,10853,15861,49435,36772,151261,58759,321542,46399,311718,46127,143770,62808,101593,79250,97700,95124,116716,102147,102382,126969,94677,143646,97346,222349,123126,335143,173742,203119,99700,152318,42059,202148,33576,195879,36941,24062,12861,7,4,0,0,0,0,0,0
7,강동구청역,37.530193178362,127.120443701344,8,1,4633,944,10695,4871,31486,14566,40603,33764,21025,13858,13342,9930,11423,9037,12054,9240,12150,11752,11669,11399,11967,11950,13799,15767,16892,20892,26905,34650,10407,26846,7009,14828,6843,13305,4968,15267,980,5466,1,404,0,0,0,0,0,0
8,강동역,37.5358747268317,127.132378184615,67,1,10617,1521,20050,11406,56077,28371,67190,50356,34161,27273,23095,17692,21294,15224,22700,16361,21845,19628,21214,18551,22301,20930,25231,24088,38703,32805,46582,52884,21342,42215,14379,25501,12379,23339,10085,26947,2402,13681,8,1090,0,0,0,0,0,0
9,강변역,37.535118053119,127.094722999066,8,1,7826,1835,25393,18766,76778,23506,104789,44325,70978,35345,48914,32926,44339,30736,44542,34894,42969,39456,39831,40949,39952,46818,43017,53897,50211,70674,56897,107654,40680,75727,29492,47210,26635,39063,18487,47656,4756,13648,3,292,0,0,0,0,0,0
10,개롱역,37.4979574766853,127.13507053201,0,0,3295,987,8322,3211,24356,7878,20305,17439,11267,8406,8522,6081,7700,5947,8874,6436,8382,7164,7497,7502,8573,8738,10140,10665,11991,14375,13567,19639,6669,20253,4414,9991,4571,9009,2993,11263,600,3867,3,595,0,0,0,0,0,0
11,개봉역,37.4946344799821,126.858693356963,1196,8,17907,5659,36452,12422,92733,15276,84593,23421,48886,18056,31920,14856,28186,17670,28697,21059,27287,21865,23802,25345,22767,30836,26511,38462,29626,57076,29418,92195,17091,71597,12415,39080,11779,37442,9009,35022,2376,15313,30,902,0,0,0,0,0,0
12,개포동역,37.4891322712554,127.066102609769,2,0,687,1011,3267,6782,8362,5893,8911,9584,5240,6559,4751,4762,4280,3705,5084,4161,5230,4885,4981,4600,5274,4837,8991,5360,9663,7094,8903,9824,5118,8369,3648,4658,3718,4244,3521,5031,650,2034,5,58,0,0,0,0,0,0
13,개화산역,37.5725335465697,126.806814324288,3,0,3917,350,7702,3443,21605,5757,19211,11754,9952,5717,6674,5171,6373,5061,7089,5568,7547,5875,6351,6379,6878,7408,7768,7991,9805,9365,10996,14987,4754,15016,2955,9081,2621,7784,2044,8398,491,3898,2,422,0,0,0,0,0,0
14,거여역,37.4933160395092,127.143769291109,0,0,5088,560,11506,7952,34589,9064,29554,17947,15465,9466,10973,5911,9732,6491,11313,8187,9925,8107,9022,8213,9070,9996,14149,13161,15025,16450,14625,24145,6436,23753,4672,11348,4394,10744,2815,11761,628,5986,4,598,0,0,0,0,0,0
15,건대입구역,37.5403976062717,127.069202907348,173,7,16306,2715,23809,25191,62905,44339,105108,94538,71855,70969,44397,53005,43232,52159,49402,62158,54118,72296,56787,70908,64060,74576,76516,85457,98392,118852,113178,177058,81243,118984,83494,61150,106678,53728,99539,59794,15545,25797,13,3794,0,0,0,0,0,0
16,경복궁역,37.5757880985498,126.973668718282,51,1,2365,1529,5042,13202,13067,42253,19448,105054,17548,48842,13820,29770,15255,27366,17640,27073,21453,27879,24927,25662,31699,21774,41977,23031,59190,25759,93232,31874,38510,20893,31943,10317,35720,8688,23219,9985,2386,3931,2,84,0,0,0,1,0,0
17,경찰병원역,37.4959868949932,127.124482367866,19,1,2249,164,7354,2846,21736,8283,25115,30835,14221,13935,10598,8910,9120,6661,8457,7029,9097,8574,8991,8039,9344,8082,9429,9170,14380,12687,20809,20743,6984,16706,5403,10057,5336,8065,3666,8581,503,3516,0,695,0,0,0,0,0,0
18,고덕역,37.5550395608369,127.154163861206,1,0,3140,1474,11531,5845,31557,14854,24565,19307,14376,10920,12902,9498,12710,8558,12689,10369,12343,11937,12534,11433,14239,12710,18712,13766,18708,16827,15848,26612,8638,26537,6644,12429,6775,10961,6264,11311,1514,6310,6,515,0,0,0,0,0,0
19,고려대역,37.5904356061366,127.036300356742,23,0,3561,766,7225,3578,20488,11283,24652,26757,12878,10867,8306,7358,8498,7085,9396,7511,10969,9832,9416,8009,10156,8585,13964,10044,20127,12511,18913,21440,9039,17801,6855,10669,7516,10155,6715,11627,1596,6043,4,103,0,1,0,0,0,0
20,고속터미널역,37.5045398449292,127.005134579686,162,8,7178,6966,14260,63534,48533,97183,73258,143408,71291,144955,70596,122455,84434,125949,98105,120008,106276,127841,116251,127804,134860,126965,155553,126124,193091,137206,200714,166223,151307,104490,159775,61196,113618,49163,83286,42775,19976,14774,18,387,0,0,0,0,0,0
21,공덕역,37.5445344743163,126.95143307723,137,1,7860,3175,16410,19241,51564,81284,66157,211286,37742,104193,30348,45385,34854,37249,39062,35764,41950,37091,42154,36205,46332,36216,60666,42202,101571,59279,182740,98204,70710,57927,51905,30444,57994,28138,51570,32835,7815,12645,72,2446,0,0,0,0,0,0
22,공릉역,37.6255391693239,127.073019988267,15,0,5960,949,13843,3639,36991,10761,41028,22791,21520,14619,15504,11350,14921,10749,16558,13201,15708,15213,15067,14090,17720,16717,19038,19908,19572,24554,22193,39003,12654,36102,10118,19200,9853,15989,8763,18434,2229,10523,3,357,0,0,0,0,0,0
23,공항시장역,37.5636738875486,126.810594967667,0,0,3227,261,4303,1100,8743,1850,9898,3802,5915,2818,4460,3288,4064,3121,4278,3435,4214,3984,4149,3908,3900,4703,4070,5832,4193,7097,4026,10069,2400,9498,2169,6108,1878,4751,1304,5616,359,3190,1,160,0,0,0,0,0,0
24,광나루역,37.545291967554,127.103516928227,0,0,4908,1518,15426,7835,39642,14881,44708,29320,24766,18271,16451,17762,15757,14123,17900,14853,17682,14858,17834,14565,18723,15076,22974,18317,24887,23318,28350,36797,14610,27030,9483,16886,9301,15398,7582,17645,1658,6753,1,90,0,0,0,0,0,0
25,광운대역,37.6238337612372,127.061690626596,1950,5,5865,991,12635,2500,31457,5864,30426,14092,15404,10132,12302,10150,11269,11052,11990,10356,12330,10777,11469,12550,11168,11855,14110,14460,14102,16594,11969,25168,7507,22265,5993,13523,5582,11053,4895,12524,1576,8344,64,2113,0,0,0,0,0,0
26,광화문역,37.5716441018605,126.976409565513,4,0,804,738,3068,23428,8225,77641,12950,258168,10664,102290,11550,37766,16974,36104,19679,30527,26612,32669,30532,27308,37877,24005,49677,23855,91118,27670,204039,36012,72132,16895,49681,7146,57819,5991,38158,5534,4650,1894,1,126,0,0,0,0,0,0
27,광흥창역,37.5474801664168,126.932012687537,3,0,2461,1131,6911,4183,18532,16205,23640,36010,14476,16155,10832,9192,10790,8072,10477,8647,10372,9228,11304,8961,11078,9904,12959,11084,18829,14141,31269,21357,13271,16633,8584,9799,7683,8830,6730,10611,1607,4010,0,110,0,0,0,0,0,0
28,교대역,37.4927359601279,127.013863444681,43,0,3120,7490,14922,31869,31695,77274,44067,206253,35377,167263,35876,80836,43771,60456,48030,55776,57728,63012,66178,57948,73839,53783,84091,54148,132478,64651,211510,82205,92518,48258,68407,25356,80006,22135,77704,25285,9727,8907,2,38,0,1,0,1,0,0
29,구로디지털단지역,37.4852533671941,126.901473089504,172,6,39043,5617,52721,21441,134488,86206,181032,265661,109815,151329,60598,57579,55346,43814,59631,45553,60674,52702,56676,52879,58541,61845,70019,71410,122975,105151,235564,163036,111787,128637,61395,76840,57509,74602,49513,88141,7416,34189,0,78,0,0,0,0,0,0
30,구로역,37.5033280243545,126.882291119347,10742,20,24371,5151,19269,12977,37746,33171,36408,81995,25363,41860,19342,23897,19688,20368,20323,20323,21270,22149,21918,21171,24294,23419,29336,26200,47664,37073,68257,44218,28879,30283,19173,19141,19090,19289,12550,18529,2971,11559,20,6830,0,0,0,0,0,0
31,구룡역,37.48702743532,127.059474850454,0,0,360,829,1312,5754,2648,9114,3772,5010,3317,2185,2721,1577,2488,1507,2453,2012,2555,1827,2529,2039,3328,2042,8033,2211,6309,2682,4607,3513,1954,2783,1086,1794,2140,1595,632,2121,170,936,8,27,0,0,0,0,0,0
32,구반포역,37.5014218099211,126.987446814026,0,0,516,236,1717,1778,4806,3438,5560,7021,3790,5142,3129,3524,3091,3922,3610,4293,4288,4982,4279,4021,4571,4432,5302,4613,6318,5427,8344,7631,4660,5255,3540,2721,3056,2528,2475,3442,376,1491,0,45,0,0,0,0,0,0
33,구산역,37.6112430835611,126.917253818257,1,0,4573,205,11186,2222,28787,7192,34856,7185,17331,4883,10904,4343,9919,5880,10821,5840,9882,6812,8721,6760,8664,8773,11753,10929,9842,12903,8854,19409,5040,19070,3870,9649,3916,8388,3478,8351,684,4054,0,396,0,0,0,0,0,0
34,구의역,37.537160863174,127.086171769557,30,1,13200,937,25164,8987,65637,14610,110399,40193,61631,21979,31547,18041,26411,17898,27566,20935,27088,23261,24845,24822,24614,31555,28493,36153,32775,51458,41586,90370,20775,65549,15764,40867,16873,37352,15623,45564,4071,15456,6,944,0,0,0,0,0,0
35,구일역,37.4962509036903,126.869682064958,219,19,3704,1260,9330,3112,27150,7815,23911,11663,12149,6966,9289,5665,8935,6156,8992,7372,8844,9311,8139,8505,8698,9750,11464,10672,11987,16507,12114,30184,5725,21716,4243,11327,6883,10522,5585,10381,1234,3983,14,216,0,0,0,0,0,0
36,구파발역,37.6364177567586,126.918834712255,166,2,8703,1405,29136,9809,83497,23604,77675,28833,39413,25218,26447,23980,25714,20951,26716,22607,24994,22946,23962,24616,28794,24489,33706,29144,34787,37758,29144,66760,18023,57210,13343,31755,12012,28550,10682,27283,1694,16542,7,2011,1,6,0,0,0,0
37,국회의사당역,37.5281356801658,126.917820861804,3,0,607,1731,1777,8658,3757,40486,6112,144018,4945,59971,7003,20073,9893,15656,11573,13594,13536,14977,16929,11804,19891,9478,24034,8747,56927,10086,111107,10244,34960,6678,20476,3303,20671,2963,15711,3268,2165,1061,0,0,0,0,0,0,0,0
38,군자역,37.5571496975138,127.079494769075,82,2,15948,1710,25170,11165,68369,15561,105408,51060,57325,32945,31604,20513,27608,19968,29528,21590,30339,24261,27885,25504,28431,31113,32014,35973,40762,54026,55701,92897,32218,69756,25090,38821,27562,34722,25742,39468,5039,17000,14,3367,0,2,0,0,0,0
39,굽은다리역,37.545503186603,127.14287366158,0,0,6514,552,13393,2580,36434,6089,37797,14023,19723,8733,13708,7927,12717,7688,13044,9248,12647,10413,10948,10937,11023,11859,11535,15885,13123,19033,14081,33559,7748,28057,6154,14912,5847,14374,4724,15538,805,7237,23,823,0,0,0,0,0,0
40,금천구청역,37.4561799500543,126.893599593129,601,1,11163,1584,18653,5412,46942,16752,43917,29192,24416,11630,16295,8728,14495,8447,14873,11367,13787,12749,12380,12826,13084,16153,14534,18972,16422,27584,25709,43563,11409,35148,8278,17543,7019,17649,5726,16610,1080,8091,38,354,0,0,0,0,0,0
41,금호역,37.548255518095,127.015820115311,52,27,4345,481,10057,2931,26438,5019,34946,8885,21045,7129,13413,6261,11262,6812,11702,7865,11442,9059,9938,9733,9576,12371,10381,14035,11266,19986,11538,30369,7507,22019,5864,14223,4836,12334,4244,14889,798,4401,0,0,0,0,0,0,0,0
42,길동역,37.5378120875517,127.140007691428,8,0,4474,720,9416,3815,21867,6734,28011,17426,13438,13197,11046,9972,10839,9439,12377,10020,11554,11433,10481,10993,11160,12876,12441,14975,14692,16940,17040,27203,8648,20610,6465,11847,5935,8950,4875,10946,802,4219,6,506,0,0,0,0,0,0
43,길음역,37.6033767646759,127.025049999193,7,0,8846,2188,29234,8372,82452,12682,85811,28036,43439,20004,28594,16461,23927,17871,25889,19033,25261,22214,22825,21317,22919,25761,25937,33207,30929,45890,28872,73879,16956,61622,13010,34225,10216,31501,11078,34969,2438,15107,1,2,0,0,0,0,0,0
44,김포공항역,37.5619477391215,126.801906881417,20,0,3497,5633,9326,33268,21633,53765,34116,65510,38289,44677,36457,38237,42600,42147,38609,47453,44856,54904,49322,52174,53121,49186,49797,49648,59867,60401,77527,60224,55022,38358,51198,17447,57754,7934,40888,6612,7654,3025,129,848,0,0,0,0,0,0
45,까치산역,37.5322270449167,126.846426169396,125,0,23530,1377,42551,8172,125774,11495,154452,20912,74334,17286,43131,17814,37063,20199,38070,23794,36669,26961,31109,30348,28248,40134,30789,50880,30067,67312,29839,120893,18520,103670,14126,59774,12613,55494,11033,55650,3041,26127,9,761,1,1,0,0,0,0
46,낙성대역,37.4770896313732,126.963505817942,25,2,11258,1761,25229,8259,76184,20173,122504,37361,76276,29856,37754,24362,32290,20988,35719,24401,35287,26208,32458,28433,33271,33393,35465,39049,42907,57405,47322,95092,27321,82065,19705,51695,20740,48190,17956,60413,4319,20938,4,1078,0,0,0,0,0,0
47,남구로역,37.4869892904115,126.887970257024,21,0,20063,1694,15946,6647,30955,32234,33096,103754,21207,49227,13944,17262,12419,13181,14013,12997,13645,13951,13316,13362,15050,15538,18208,19552,39516,34223,78425,31653,34499,22144,17616,14540,13327,16715,9758,16217,2310,6710,10,183,0,0,0,0,0,0
48,남부터미널역,37.4851852186355,127.016191235414,10,0,2452,1284,8012,22447,25921,57915,37710,157828,29099,77899,27275,44551,30568,31584,33538,33398,35621,36288,35798,37033,40783,37270,50411,39219,82185,44660,135585,55942,61578,35998,40318,20899,39304,16390,30061,15026,4321,6529,4,28,1,3,1,0,0,0
49,남성역,37.4847862998916,126.970896635447,13,0,5355,683,12925,3550,38138,7068,54673,14574,30552,10590,17850,9840,14861,9207,13904,10802,14524,12165,13271,12684,12649,15214,12988,18230,13403,22990,14435,39298,8107,30697,7158,18221,7192,16767,5280,18577,1464,7510,12,311,0,0,0,0,0,0
50,남영역,37.5405585626607,126.971327574661,60,1,2250,1028,4562,7756,11529,22262,16957,53904,10616,25931,8222,10182,9145,9621,9834,9712,9917,10142,10242,9970,13013,9782,19512,11421,23630,14526,44910,21137,17952,14233,12267,8596,12855,7568,10651,9016,1557,3546,4,135,0,0,0,0,0,0
51,남태령역,37.4642463513885,126.9890807468,46,0,453,126,824,1693,2147,3799,2747,4956,2202,1685,1698,1191,1778,1216,1747,1334,1685,1251,2379,1390,1860,1374,2736,1315,3693,1594,3851,1823,1367,1555,1230,981,659,907,314,948,90,384,0,31,0,0,0,0,0,0
52,내방역,37.4876549159776,126.993577566695,3,0,2310,1360,6570,10602,17341,24118,26580,81894,18234,41318,13263,17156,13041,13522,13922,13506,16140,15310,16337,14534,17483,14516,21593,16358,35623,20374,70219,28310,24886,19765,16603,11134,17683,9877,13581,11316,2472,4088,5,1406,0,0,0,0,0,0
53,노들역,37.5126577019678,126.953082505556,23,2,3011,172,4712,1237,15822,2310,19869,3761,10506,2955,7163,3297,6002,3089,6133,3710,6170,4395,5607,4367,4980,6314,5737,6515,5895,8999,5836,15638,3583,12086,2642,7010,2173,6587,2024,7261,636,2886,0,22,0,0,0,0,0,0
54,노량진역,37.5135712531779,126.940888666744,721,15,19612,3761,29645,20552,77191,55439,112427,84555,59120,49133,39209,33292,37064,31721,42722,40932,48828,43961,41490,38234,41121,43977,47763,51706,64114,77025,77314,118032,43195,78253,42054,47555,51975,45024,57255,48874,7458,21263,23,633,0,1,0,0,0,0
55,노원역,37.6563403562037,127.063440071354,136,3,16776,2453,38419,13574,91711,31363,92806,71300,58576,69720,49917,53915,50833,47550,54894,53699,56559,59791,56392,60879,58378,65608,65059,73385,66224,92646,74633,135234,49817,111444,49732,55603,47335,45488,46745,46085,6683,24905,25,3314,0,0,0,0,0,0
56,녹번역,37.6008031568325,126.935814422277,12,2,9031,621,23697,3995,62828,7550,72337,18403,38574,9772,23447,8810,18689,9400,18922,10689,17411,11495,15490,12670,13932,15334,14797,23139,16280,30764,18532,54827,8901,48611,6397,27725,5680,24641,4202,26528,1019,11225,1,12,0,0,0,0,0,0
57,녹사평역,37.5347047736434,126.986536101295,14,0,878,412,1844,4552,4806,9892,7654,17370,5290,7914,4215,6183,4561,5821,4865,7284,5751,7584,6166,7405,7178,7682,10864,8336,13149,9763,18232,13589,10985,8805,8793,4700,10834,3764,12869,4497,1751,1703,1,88,0,0,0,0,0,0
58,녹천역,37.6446334490218,127.051374087263,981,12,4542,702,7951,1559,21639,3689,16962,4469,10557,2341,7703,3214,6398,3610,7551,4485,6480,4328,5382,4503,5409,5937,6439,7589,5278,8968,4707,14255,3537,13685,1942,7629,2198,6552,1373,7063,453,3203,37,475,0,0,0,0,0,0
59,논현역,37.5111873890283,127.02164858363,5,0,1949,1307,4498,18561,8498,45428,14716,123263,12854,98532,11050,39145,13254,23107,15343,20950,17478,23669,20658,21391,25077,19575,31318,21350,55095,24813,106779,33800,58995,19286,35662,9911,39331,8106,45426,8492,7625,4046,11,296,0,0,0,0,0,0
60,답십리역,37.5669676097486,127.05254316093,12,0,9320,1107,18153,6489,57017,14405,75820,34245,33243,16792,19247,11457,16938,11765,18305,13929,17976,14450,16305,14969,16411,17745,18782,22066,24466,30928,32096,57019,16700,41407,10335,22275,9286,20731,7806,23917,1713,10207,13,794,0,0,0,0,0,0
61,당고개역,37.6702060357364,127.079048472278,57,0,7987,18,20299,6722,54204,9968,50952,13354,29000,12392,19947,12802,17658,11823,17697,12948,17750,13254,16673,13641,16135,17089,16059,20163,17254,26416,16125,37682,12558,35828,7076,22951,5621,20917,4371,21731,995,11590,0,91,0,0,0,0,0,0
62,당산역,37.5347735014069,126.902607283905,62,2,14107,4339,32007,17275,93188,44588,109813,120875,61199,60693,43015,33654,42792,33006,44845,36752,44529,41460,42555,40499,45054,45315,51008,54713,72281,81837,106129,137215,49528,95927,37227,58954,41408,55724,37925,65263,7200,24636,3,482,0,0,0,0,0,0
63,대림역,37.4933027323738,126.894926522974,490,22,45661,4215,38769,14443,80401,30409,110907,75693,75583,46615,43798,39840,38863,39398,42925,39442,43250,41341,41299,41823,42524,51299,47631,56415,57632,82732,70937,94693,38199,66953,26029,45369,22552,55963,18001,59154,4597,20569,8,493,0,0,0,0,0,0
64,대모산입구역,37.4915428672119,127.073070267893,2,0,1703,1262,3541,11552,9272,5195,9526,8899,5934,4307,4769,2924,4338,3062,4244,2982,4605,3359,3964,3328,4985,4123,9126,4474,10570,5510,8283,6813,3135,6022,1984,3735,1396,3389,1072,4020,327,1680,3,81,0,0,0,0,0,0
65,대방역,37.5133469218724,126.926478663143,494,8,5705,2032,10626,10315,29224,37140,37736,50603,20235,21999,14502,11500,14010,10135,14445,11608,15085,13566,14337,12299,16030,13675,18192,16199,31039,22668,47210,36973,17906,24912,12018,15831,11840,15748,9383,16068,1609,6386,42,496,0,0,0,0,0,0
66,대청역,37.4937011202813,127.079517936005,55,0,3190,1020,10337,6569,26421,14955,29184,26268,16546,10545,12895,7709,11168,7274,11370,9074,12109,8854,12184,9382,13950,11811,20595,13358,21164,16961,25864,25068,10155,21306,6955,13194,6007,11915,4788,14751,978,5743,0,64,0,0,0,0,0,0
67,대치역,37.4944858480401,127.063189830669,6,0,2250,777,10589,7861,24423,18100,22256,25358,13103,17181,10344,12290,10382,10970,12751,13508,13213,16141,12652,15380,15342,15937,17127,21157,23316,23118,27009,26242,17604,21527,11952,11436,14713,9897,24955,11609,2157,4227,0,8,0,0,0,0,0,0
68,대흥역,37.5476298835021,126.942468676122,14,0,1894,809,4947,4418,14799,14242,18732,31855,11548,14955,8397,9984,8366,8596,11011,10635,10303,10963,10008,9506,11119,10617,14326,11851,19950,13743,23981,21283,11725,13964,8394,8413,8602,7447,8938,8792,1933,4210,1,115,0,0,0,0,0,0
69,도곡역,37.4909757841746,127.055497705714,68,2,2054,1365,6886,10305,17526,29395,22239,45345,15325,31663,12254,15720,12943,13337,13930,13898,15613,15202,16436,13806,21541,13636,25944,14940,35841,17443,39786,23797,20572,19159,13256,11006,12032,9885,9831,11829,1812,4104,22,1011,0,1,0,0,0,0
70,도림천역,37.5145008199738,126.882635530518,4,0,270,301,1105,869,3119,4712,3355,6240,2068,2305,1829,1618,1601,1255,2330,1920,1608,1368,2364,1828,2521,1542,2887,1769,3021,2276,4066,2928,2212,2533,995,1513,976,1387,576,1480,197,668,1,51,0,0,0,0,0,0
71,도봉산역,37.6895585326698,127.046053675471,162,1,10450,1644,26560,6776,75371,11522,61470,21780,31958,27733,22427,35602,22030,28756,25353,28848,27817,25970,31213,22930,35285,22726,37698,24303,32239,28093,25903,44252,14040,48721,8492,27337,5910,23989,4620,24113,1079,13386,52,2063,0,0,0,0,0,0
72,도봉역,37.6791974925121,127.045525808977,239,4,6830,1108,9919,3223,19025,4111,18589,9460,12157,7027,10242,7877,9319,6704,8606,7410,9331,7989,9394,8715,8947,9954,8906,11332,9159,12265,9938,16905,4951,14917,3008,8684,2589,7736,1936,7042,571,4024,50,969,0,0,0,0,0,0
73,독립문역,37.5744680801684,126.957911446269,131,2,5261,779,5627,5713,15727,15235,18759,20796,13371,13516,11500,13685,10774,11224,11551,10591,11261,10975,12190,10454,13076,10342,15929,11304,14515,13470,16528,16657,7650,13554,5100,7901,4327,7407,3405,7899,643,3475,2,1878,1,1,0,0,0,0
74,독바위역,37.6184069418122,126.93303553594,1,0,1922,220,4708,968,13937,1547,13308,2859,6121,3496,3951,3862,3992,2814,3686,3003,3834,2809,3286,3135,3392,3547,3312,4760,2811,6173,2490,11147,1483,10935,928,5985,883,4787,690,5664,220,3077,1,232,0,0,0,0,0,0
75,독산역,37.4659611473931,126.889471139645,508,1,6953,2886,16136,14099,38379,41812,37202,95325,19723,43710,14677,16002,14017,10838,15627,12883,15016,13226,14407,11661,16006,14625,24129,16669,49310,23145,71658,38544,31090,32251,18792,16784,13168,19048,8888,18373,1747,7592,24,375,0,0,0,0,0,0
76,돌곶이역,37.6105378127498,127.056424528377,20,0,6095,762,13644,2779,35450,5984,39791,15931,19323,9174,12308,7801,10781,6904,11368,8711,11690,8974,10510,8973,9935,11160,10706,13887,11716,18733,12970,30690,9592,26321,5520,15186,4809,12206,4560,14871,1333,7048,0,161,0,0,0,0,0,0
77,동대문역,37.5716640012581,127.010617962363,854,32,18254,5236,12104,21147,19348,51076,25318,104646,28417,87773,32984,75323,41865,70839,50005,60279,53417,59439,62908,57688,72089,48954,80972,40106,108678,33702,92145,30089,47745,33648,33251,22774,36276,15947,24576,15960,6273,13656,19,1390,1,2,0,0,0,0
78,동대문역사문화공원역,37.5656454859141,127.008987189553,676,6,13788,2537,9743,21057,13833,59610,18370,147169,17585,75916,17749,48514,24836,46706,28965,42086,33002,43270,41057,41842,52351,36022,62904,31773,92907,33137,131043,38776,67291,46500,45640,25456,47375,17663,37744,17260,9642,10071,4,910,0,1,0,0,0,0
79,동대입구역,37.5590504141329,127.005296768227,23,0,1568,1019,2276,10126,5085,13680,7157,47730,5619,26076,4805,17252,5835,14635,7154,13004,8546,14341,11741,11874,13334,9064,18394,9194,36600,10770,33377,12392,15383,7566,10795,3799,12884,4348,12759,4551,1688,1750,1,165,0,0,0,0,0,0
80,동묘앞역,37.5732130585579,127.016346114277,179,4,7148,1531,8190,9220,14710,19105,21310,53484,17468,36982,18361,32876,24773,39401,34554,42300,39122,45476,44474,43865,49987,38456,56890,31267,52956,26255,48556,25243,22518,18165,13677,11844,12506,11330,9635,13913,2551,9354,4,1951,0,0,0,0,0,0
81,동작역,37.5029705640491,126.980299007575,33,0,1627,499,2962,4346,10452,6012,12407,9156,7905,6291,6226,5997,6268,5616,6330,5612,6616,6447,6729,7167,7995,7429,9349,7399,10599,8861,11574,12601,5666,8402,4224,5287,4176,4974,3338,5526,820,2322,5,954,0,0,0,0,0,0
82,둔촌동역,37.527653243694,127.136210118019,1,0,3513,1113,9368,7968,24748,10632,27424,22090,13789,10855,10392,8498,10091,8359,11064,9899,10346,10335,10755,10212,11413,12052,15659,14276,17635,18349,21074,26589,10648,22686,7109,10654,7582,9818,5960,9615,987,5084,1,3,0,0,0,0,0,0
83,둔촌오륜역,37.5193972411893,127.138638475396,0,0,204,263,889,2723,3565,3949,4237,2305,2284,647,1231,718,940,1213,1176,866,1484,882,1530,848,1578,1074,4998,1141,2789,1859,2276,2540,902,2210,614,1248,500,1085,259,1465,117,600,0,6,0,0,0,0,0,0
84,등촌역,37.5507208571932,126.865558572269,1,0,5067,700,13718,3387,42066,6598,49625,17991,21339,11051,15190,8767,14127,9408,14955,11002,14612,12372,13404,12595,13116,15973,13951,17989,15131,25353,18519,40299,9108,36692,6439,19162,6031,15172,5622,17048,1314,8100,0,3,0,0,0,0,0,0
85,디지털미디어시티역,37.5760020219691,126.901263083061,207,20,8935,4026,22245,20049,71532,54850,75480,166111,39474,71339,24523,25633,22819,20951,24000,22761,24561,24021,23871,22580,27879,23870,36967,30456,74125,41674,144511,73234,57230,54413,30271,29849,27016,26345,23648,30079,4652,12299,206,2163,0,0,0,0,0,0
